# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 00:33:02
動作種別,閉動作
温度[℃],31.3
湿度[%RH],51.3
気圧[hPa],1011
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,9.5,10.6,24.1,206.0,281.5,0.038,0.153,8.583
0.1,10.3,9.4,24.1,206.0,276.0,0.039,0.16,8.577
0.15,9.4,9.2,24.1,206.0,280.4,0.037,0.156,8.584
0.2,10.2,9.8,24.1,206.0,274.2,0.038,0.159,8.58
0.25,9.9,8.7,24.1,206.0,279.7,0.037,0.156,8.583
0.3,10.6,10.0,24.1,205.9,273.5,0.036,0.164,8.577
0.35,9.9,10.2,24.1,205.9,277.0,0.036,0.157,8.587
0.4,9.8,10.2,24.1,205.9,273.2,0.039,0.162,8.578
0.45,9.7,9.5,24.1,205.9,277.3,0.038,0.161,8.584
0.5,9.5,9.2,24.1,206.0,272.3,0.04,0.157,8.581
0.55,9.3,9.2,24.1,206.0,277.4,0.037,0.157,8.584
0.6,10.0,10.1,24.1,206.0,271.9,0.037,0.159,8.58
0.65,9.8,9.8,24.1,206.0,277.3,0.038,0.156,8.585
0.7,9.6,10.1,24.1,205.9,272.7,0.041,0.159,8.581
0.75,10.6,9.2,24.1,205.9,277.2,0.035,0.157,8.583
0.8,167.9,135.2,24.1,205.9,285.6,1.132,1.627,8.634
0.85,374.3,243.6,24.1,205.6,356.9,0.168,0.233,8.584
0.9,181.1,135.7,24.1,205.4,417.8,0.25,0.378,8.578
0.95,183.6,178.4,24.1,205.4,403.9,0.088,0.226,8.585
1.0,245.2,258.0,24.1,205.3,445.8,0.246,0.362,8.58
1.05,281.5,289.1,24.1,205.1,536.4,0.223,0.538,8.579
1.1,302.6,294.5,24.1,205.0,620.3,0.245,0.319,8.585
1.15,304.6,275.5,24.1,204.9,689.1,0.342,0.485,8.585
1.2,310.8,277.0,24.1,204.7,742.9,0.453,0.83,8.571
1.25,324.9,289.1,24.1,204.6,792.2,0.444,0.632,8.584
1.3,322.7,290.8,24.1,204.5,841.1,0.52,0.69,8.583
