# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 14:32:10
動作種別,閉動作
温度[℃],39.8
湿度[%RH],32.9
気圧[hPa],1011
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,8.7,9.7,24.1,204.8,296.3,0.058,0.151,8.602
0.1,8.8,10.3,24.1,204.8,292.0,0.078,0.144,8.607
0.15,8.5,9.5,24.1,204.8,297.6,0.071,0.153,8.607
0.2,9.1,9.5,24.1,204.9,293.7,0.063,0.14,8.6
0.25,9.3,10.6,24.1,204.9,298.4,0.063,0.154,8.61
0.3,10.3,10.8,24.1,204.9,292.5,0.061,0.127,8.601
0.35,10.1,10.7,24.1,204.8,297.9,0.057,0.155,8.607
0.4,9.8,11.6,24.1,204.9,292.3,0.053,0.138,8.604
0.45,9.5,9.5,24.1,204.9,294.4,0.054,0.146,8.606
0.5,8.6,10.5,24.1,204.8,288.8,0.052,0.147,8.599
0.55,9.9,11.1,24.1,204.8,292.5,0.048,0.134,8.606
0.6,10.5,10.3,24.1,204.9,286.3,0.056,0.158,8.601
0.65,9.0,10.8,24.1,204.9,289.8,0.05,0.13,8.605
0.7,10.2,10.2,24.1,204.9,284.3,0.063,0.163,8.599
0.75,10.3,10.6,24.1,204.9,286.4,0.056,0.131,8.605
0.8,9.7,10.0,24.1,204.9,280.6,0.058,0.149,8.603
0.85,10.0,10.7,24.1,204.8,284.4,0.051,0.138,8.603
0.9,9.2,10.6,24.1,204.8,277.5,0.053,0.149,8.602
0.95,160.5,127.3,24.1,204.7,294.1,1.447,2.366,8.692
1.0,354.0,343.6,24.1,204.5,381.2,0.203,0.314,8.607
1.05,160.8,174.2,24.1,204.2,476.4,0.346,0.62,8.6
1.1,190.9,155.6,24.1,204.4,436.3,0.205,0.269,8.602
1.15,250.0,214.3,24.1,204.3,464.6,0.191,0.29,8.608
1.2,277.1,244.5,24.1,204.2,534.1,0.183,0.33,8.599
1.25,297.2,270.4,24.1,204.0,619.0,0.249,0.349,8.595
1.3,298.0,268.9,24.1,203.8,680.9,0.33,0.506,8.596
