# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 22:44:22
動作種別,開動作
温度[℃],36.3
湿度[%RH],42.3
気圧[hPa],1012
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,9.3,10.6,24.1,205.9,293.6,0.047,0.124,8.599
0.1,9.3,10.0,24.1,206.0,287.9,0.048,0.156,8.592
0.15,9.5,9.5,24.1,205.9,290.9,0.036,0.139,8.597
0.2,9.4,10.4,24.1,205.9,284.1,0.043,0.181,8.59
0.25,9.1,10.0,24.1,205.8,286.2,0.042,0.137,8.598
0.3,10.1,10.2,24.1,205.8,279.7,0.056,0.16,8.595
0.35,9.1,10.7,24.1,205.8,284.9,0.05,0.131,8.6
0.4,10.2,9.1,24.1,205.9,280.8,0.046,0.152,8.589
0.45,8.7,10.2,24.1,205.9,288.4,0.036,0.149,8.592
0.5,9.3,10.0,24.1,206.0,286.0,0.04,0.158,8.586
0.55,10.3,10.3,24.1,205.9,294.1,0.046,0.151,8.597
0.6,10.5,9.7,24.1,206.0,289.7,0.051,0.137,8.596
0.65,9.3,10.0,24.1,206.0,293.2,0.048,0.157,8.594
0.7,10.1,11.2,24.1,206.0,287.5,0.041,0.141,8.596
0.75,10.0,10.8,24.1,206.0,289.3,0.039,0.167,8.595
0.8,8.6,10.1,24.1,205.6,276.5,0.045,0.137,8.597
0.85,9.5,11.2,24.1,205.2,279.2,0.048,0.161,8.597
0.9,10.6,10.7,24.1,205.3,275.3,0.049,0.134,8.593
0.95,169.5,155.0,24.1,205.2,294.0,0.149,0.24,8.598
1.0,285.9,393.8,24.1,205.1,375.0,0.176,0.175,8.584
1.05,127.6,207.8,24.1,205.0,462.7,0.473,0.647,8.628
1.1,193.4,175.6,24.1,205.0,434.7,0.104,0.187,8.595
1.15,234.4,244.1,24.1,205.0,471.3,0.154,0.202,8.597
1.2,257.4,282.4,24.1,204.7,553.0,0.165,0.27,8.592
1.25,268.9,311.1,24.1,204.6,639.7,0.195,0.286,8.591
