# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 18:22:28
動作種別,閉動作
温度[℃],38.3
湿度[%RH],35.7
気圧[hPa],1011
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,8.9,10.8,24.1,206.8,293.2,0.044,0.136,8.603
0.1,9.5,10.7,24.1,206.8,285.8,0.049,0.158,8.595
0.15,8.7,10.9,24.1,206.8,290.6,0.043,0.127,8.603
0.2,8.9,10.6,24.1,206.8,282.3,0.051,0.164,8.598
0.25,9.6,10.6,24.1,206.8,286.4,0.048,0.127,8.603
0.3,9.1,10.7,24.1,206.8,279.1,0.05,0.166,8.593
0.35,8.4,10.9,24.1,206.8,284.2,0.044,0.124,8.603
0.4,9.3,10.2,24.1,206.8,277.0,0.05,0.161,8.598
0.45,9.5,10.5,24.1,206.8,282.4,0.042,0.139,8.603
0.5,8.9,9.6,24.1,206.8,275.6,0.05,0.15,8.596
0.55,9.7,11.0,24.1,206.7,280.6,0.047,0.155,8.6
0.6,9.4,10.4,24.1,206.7,273.9,0.045,0.14,8.598
0.65,8.3,10.2,24.1,206.7,280.5,0.049,0.17,8.601
0.7,8.4,10.6,24.1,206.7,274.5,0.044,0.124,8.6
0.75,9.3,9.9,24.1,206.7,280.1,0.049,0.178,8.6
0.8,8.3,10.4,24.1,206.7,275.4,0.043,0.117,8.595
0.85,9.6,10.1,24.1,206.7,282.8,0.051,0.179,8.598
0.9,9.2,10.3,24.1,206.7,278.2,0.048,0.112,8.6
0.95,154.7,119.3,24.1,206.7,297.0,1.656,2.179,8.632
1.0,368.8,310.0,24.1,206.5,378.1,0.237,0.389,8.596
1.05,206.6,139.3,24.1,206.3,479.8,0.325,0.347,8.607
