# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 18:19:41
動作種別,開動作
温度[℃],38.2
湿度[%RH],37.5
気圧[hPa],1011
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,9.1,10.2,24.1,206.5,287.8,0.047,0.145,8.597
0.1,9.2,10.6,24.1,206.5,282.1,0.044,0.155,8.592
0.15,9.8,11.3,24.1,206.4,287.2,0.046,0.154,8.595
0.2,9.4,10.8,24.1,206.4,281.4,0.048,0.145,8.596
0.25,8.9,10.2,24.1,206.4,285.3,0.058,0.146,8.605
0.3,8.8,11.1,24.1,206.4,280.6,0.056,0.132,8.59
0.35,10.3,9.9,24.1,206.4,284.8,0.048,0.164,8.603
0.4,8.6,9.9,24.1,206.4,280.2,0.046,0.135,8.588
0.45,8.9,9.4,24.1,206.4,284.7,0.046,0.154,8.6
0.5,10.3,10.1,24.1,206.4,280.6,0.05,0.147,8.594
0.55,10.1,10.1,24.1,206.4,285.1,0.054,0.136,8.604
0.6,9.3,9.6,24.1,206.4,278.5,0.053,0.158,8.596
0.65,10.0,9.9,24.1,206.5,284.3,0.043,0.128,8.594
0.7,8.8,10.8,24.1,206.4,280.5,0.05,0.17,8.594
0.75,9.7,10.4,24.1,206.5,284.5,0.045,0.121,8.599
0.8,96.5,89.2,24.1,206.5,285.4,0.125,0.22,8.594
0.85,225.0,272.7,24.1,206.4,331.8,0.097,0.133,8.598
0.9,169.4,298.6,24.1,206.1,424.4,0.767,0.911,8.646
0.95,152.6,162.8,24.1,206.1,423.0,0.595,0.731,8.615
1.0,225.3,231.5,24.1,205.9,448.4,0.192,0.21,8.595
1.05,269.7,280.4,24.1,205.8,528.6,0.142,0.212,8.595
1.1,261.1,298.1,24.1,205.5,610.8,0.217,0.272,8.595
1.15,271.1,305.4,24.1,205.3,692.4,0.238,0.311,8.601
1.2,275.2,319.3,24.1,205.2,750.7,0.308,0.363,8.587
1.25,276.0,319.8,24.1,205.1,803.8,0.301,0.41,8.6
1.3,290.5,332.7,24.1,205.0,863.6,0.391,0.538,8.597
1.35,317.1,354.9,24.1,204.9,920.7,0.384,0.654,8.603
1.4,326.4,366.8,24.1,204.7,986.1,0.424,0.785,8.609
1.45,364.2,402.0,24.1,204.5,1057.4,0.43,0.563,8.599
1.5,353.2,367.0,24.1,204.5,1048.6,0.555,0.748,8.623
1.55,340.1,359.4,24.1,204.7,964.5,0.654,1.045,8.648
1.6,350.4,350.1,24.1,204.9,865.9,0.771,0.879,8.634
1.65,348.9,349.8,24.1,205.1,788.9,0.741,0.718,8.606
1.7,356.5,343.7,24.1,205.3,727.6,0.722,0.704,8.612
1.75,351.6,346.0,24.1,205.4,700.0,0.757,0.796,8.613
1.8,339.2,344.2,24.1,205.4,689.3,0.642,0.691,8.641
1.85,344.2,347.5,24.1,205.5,711.5,0.616,0.721,8.609
1.9,338.4,348.9,24.1,205.4,741.8,0.626,0.616,8.603
1.95,336.1,355.5,24.1,205.3,782.5,0.653,0.775,8.604
2.0,345.0,352.7,24.1,205.2,805.7,0.672,0.774,8.642
2.05,339.2,350.6,24.1,205.2,816.6,0.603,0.704,8.599
2.1,342.4,348.9,24.1,205.1,813.4,0.703,0.688,8.623
2.15,340.0,351.6,24.1,205.2,796.4,0.559,0.701,8.623
2.2,339.3,346.0,24.1,205.3,773.4,0.504,0.749,8.578
2.25,344.5,351.6,24.1,205.4,765.1,0.614,0.789,8.634
2.3,345.1,346.1,24.1,205.3,757.9,0.649,0.829,8.618
2.35,337.4,350.9,24.1,205.3,762.5,0.671,0.747,8.63
2.4,341.3,350.2,24.1,205.3,770.6,0.687,0.685,8.614
2.45,341.6,348.1,24.1,205.3,782.7,0.705,0.663,8.636
2.5,335.6,350.5,24.1,205.3,784.7,0.62,0.692,8.613
2.55,347.6,351.3,24.1,205.3,788.7,0.679,0.663,8.625
2.6,340.7,349.9,24.1,205.3,777.0,0.579,0.703,8.63
2.65,341.7,351.5,24.1,205.4,773.5,0.674,0.674,8.622
2.7,345.9,343.5,24.1,205.3,769.9,0.644,0.637,8.618
2.75,308.0,317.2,24.1,205.4,744.4,0.637,0.733,8.618
2.8,317.2,293.1,24.1,205.6,624.3,0.804,0.872,8.611
2.85,312.5,265.4,24.1,205.9,489.5,0.475,0.604,8.597
2.9,232.9,254.6,24.1,206.0,365.9,0.397,0.686,8.608
2.95,187.1,197.2,24.1,206.2,344.5,0.322,0.431,8.597
3.0,136.2,131.8,24.1,206.2,343.6,0.235,0.426,8.594
3.05,85.3,106.0,24.1,206.2,341.9,0.228,0.324,8.599
3.1,90.2,46.8,24.1,206.1,320.2,0.15,0.277,8.59
