# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 17:33:09
動作種別,閉動作
温度[℃],36.7
湿度[%RH],37.9
気圧[hPa],1013
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,8.7,10.6,24.1,204.9,282.6,0.038,0.116,8.597
0.1,10.8,11.1,24.1,204.9,276.5,0.056,0.198,8.589
0.15,9.4,10.7,24.1,204.9,282.5,0.044,0.103,8.606
0.2,9.6,10.2,24.1,204.8,276.0,0.062,0.192,8.592
0.25,9.5,10.4,24.1,204.8,281.6,0.038,0.112,8.595
0.3,9.5,10.3,24.1,204.8,273.8,0.051,0.193,8.596
0.35,9.7,10.4,24.1,204.8,281.0,0.039,0.117,8.597
0.4,9.0,10.1,24.1,204.7,274.1,0.053,0.182,8.597
0.45,9.3,10.8,24.1,204.7,280.5,0.045,0.135,8.599
0.5,9.4,10.5,24.1,204.7,274.5,0.047,0.156,8.591
0.55,9.2,10.9,24.1,204.8,280.9,0.046,0.16,8.597
0.6,10.1,10.1,24.1,204.7,275.5,0.065,0.147,8.595
0.65,9.7,10.6,24.1,204.8,281.7,0.049,0.158,8.604
0.7,9.5,10.3,24.1,204.7,276.3,0.042,0.137,8.591
0.75,9.7,10.2,24.1,204.7,282.8,0.05,0.156,8.597
0.8,10.4,11.0,24.1,204.6,277.4,0.045,0.14,8.593
0.85,9.2,10.5,24.1,204.7,284.1,0.046,0.157,8.605
0.9,30.5,23.5,24.1,204.6,278.5,0.074,0.165,8.598
0.95,197.2,147.0,24.1,204.6,305.4,2.388,3.274,8.704
1.0,368.7,347.1,24.1,204.4,415.2,0.23,0.389,8.6
1.05,149.0,134.2,24.1,204.3,475.5,0.349,0.667,8.589
1.1,204.3,164.4,24.1,204.3,456.0,0.155,0.273,8.599
1.15,258.8,224.3,24.1,204.2,497.6,0.217,0.307,8.592
1.2,285.7,248.4,24.1,203.9,566.7,0.175,0.343,8.598
1.25,296.6,267.5,24.1,203.7,650.4,0.255,0.316,8.601
1.3,301.1,272.1,24.1,203.6,718.3,0.382,0.641,8.592
1.35,300.4,267.7,24.1,203.4,792.0,0.46,0.853,8.594
1.4,324.0,289.8,24.1,203.1,854.9,0.462,0.614,8.598
1.45,325.0,292.1,24.1,203.0,918.3,0.497,0.683,8.595
1.5,349.5,317.6,24.1,202.8,992.7,0.512,1.016,8.6
1.55,374.6,335.9,24.1,202.6,1058.5,0.627,1.152,8.604
1.6,362.0,337.9,24.1,202.4,1104.0,0.745,1.169,8.603
1.65,349.9,312.3,24.1,202.6,1045.9,0.683,0.832,8.59
1.7,341.1,313.5,24.1,202.7,947.7,0.686,1.059,8.597
1.75,345.8,312.0,24.1,203.0,854.1,0.683,0.671,8.61
1.8,345.9,313.4,24.1,203.1,774.8,0.521,0.466,8.597
1.85,339.7,316.5,24.1,203.2,727.3,0.568,0.628,8.612
1.9,345.0,310.5,24.1,203.2,700.8,0.584,0.676,8.59
1.95,336.5,311.2,24.1,203.3,705.9,0.601,0.596,8.606
