# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 14:47:14
動作種別,閉動作
温度[℃],36.7
湿度[%RH],37.5
気圧[hPa],1013
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,9.5,10.7,24.1,204.1,287.8,0.043,0.151,8.594
0.1,10.3,10.8,24.1,204.1,286.4,0.046,0.146,8.594
0.15,9.4,10.5,24.1,204.1,291.7,0.045,0.151,8.596
0.2,9.2,10.3,24.1,204.2,288.9,0.044,0.147,8.587
0.25,9.9,11.2,24.1,204.1,291.2,0.045,0.149,8.599
0.3,8.4,10.7,24.1,204.2,284.4,0.044,0.147,8.596
0.35,9.0,10.9,24.1,204.0,286.2,0.045,0.15,8.594
0.4,8.8,9.8,24.1,204.1,280.5,0.042,0.143,8.591
0.45,9.5,10.2,24.1,204.2,282.0,0.045,0.154,8.592
0.5,9.5,10.5,24.1,204.1,278.6,0.047,0.14,8.597
0.55,9.3,9.6,24.1,204.1,282.2,0.048,0.154,8.598
0.6,9.1,9.6,24.1,204.2,279.8,0.046,0.145,8.593
0.65,9.7,10.1,24.1,204.2,285.8,0.045,0.156,8.595
0.7,9.8,9.9,24.1,204.2,283.6,0.044,0.144,8.593
0.75,10.4,10.8,24.1,204.2,290.8,0.043,0.154,8.596
0.8,8.8,10.0,24.1,204.2,287.8,0.045,0.139,8.593
0.85,8.9,9.8,24.1,204.3,293.4,0.046,0.16,8.596
0.9,30.1,23.1,24.1,204.2,288.6,0.075,0.176,8.597
0.95,194.0,157.3,24.1,204.1,310.9,2.352,2.768,8.686
1.0,355.5,349.9,24.1,203.9,418.1,0.285,0.383,8.596
1.05,141.0,122.8,24.1,203.7,470.8,0.306,0.595,8.591
1.1,209.8,171.3,24.1,203.8,442.3,0.236,0.361,8.593
1.15,261.2,230.3,24.1,203.8,483.4,0.209,0.303,8.592
1.2,285.4,251.5,24.1,203.6,554.0,0.214,0.369,8.592
1.25,298.8,270.2,24.1,203.3,636.4,0.272,0.348,8.601
1.3,302.0,270.8,24.1,203.1,701.2,0.373,0.53,8.594
1.35,299.0,271.3,24.1,202.9,767.3,0.421,0.783,8.602
1.4,322.0,288.1,24.1,202.9,827.2,0.463,0.596,8.591
1.45,322.3,292.1,24.1,202.7,884.9,0.494,0.74,8.61
1.5,343.5,315.6,24.1,202.5,959.4,0.559,1.093,8.593
1.55,370.7,339.9,24.1,202.4,1020.5,0.613,0.973,8.606
1.6,358.5,336.9,24.1,202.2,1060.8,0.684,1.17,8.602
1.65,349.3,313.0,24.1,202.4,999.4,0.707,0.817,8.603
1.7,343.5,311.5,24.1,202.6,902.4,0.89,1.079,8.583
1.75,341.6,314.7,24.1,202.8,813.1,0.608,0.656,8.59
1.8,345.0,311.2,24.1,203.0,742.6,0.572,0.624,8.605
1.85,341.6,316.4,24.1,203.0,701.4,0.581,0.606,8.623
1.9,340.2,308.8,24.1,203.0,679.2,0.539,0.534,8.598
1.95,339.7,309.7,24.1,203.0,688.5,0.685,0.605,8.599
2.0,336.8,309.5,24.1,203.0,709.2,0.576,0.641,8.584
2.05,344.9,306.3,24.1,202.9,747.8,0.689,0.64,8.613
2.1,339.8,307.0,24.1,202.9,778.9,0.54,0.692,8.599
2.15,336.8,310.7,24.1,202.8,806.4,0.694,0.796,8.599
2.2,343.1,306.1,24.1,202.7,808.5,0.755,0.93,8.597
2.25,343.8,314.5,24.1,202.8,810.4,0.677,0.679,8.613
2.3,340.4,308.6,24.1,202.9,786.0,0.632,0.638,8.585
2.35,340.0,307.3,24.1,203.0,767.7,0.562,0.574,8.608
2.4,336.6,311.4,24.1,203.0,756.2,0.62,0.447,8.603
2.45,342.5,306.5,24.1,203.1,755.3,0.538,0.578,8.605
2.5,340.6,307.8,24.1,203.0,750.8,0.564,0.571,8.587
2.55,338.0,310.3,24.1,203.0,758.7,0.548,0.498,8.601
2.6,344.8,306.9,24.1,202.9,762.2,0.558,0.568,8.607
2.65,338.5,308.3,24.1,202.9,771.1,0.569,0.532,8.597
2.7,322.4,291.3,24.1,202.9,751.3,0.488,0.532,8.597
2.75,291.5,259.3,24.1,203.2,645.5,0.587,0.786,8.609
2.8,288.4,266.0,24.1,203.4,505.6,0.402,0.634,8.586
2.85,279.6,258.6,24.1,203.8,411.1,0.389,0.771,8.612
2.9,213.2,172.8,24.1,203.9,341.7,0.354,0.349,8.597
2.95,151.1,120.1,24.1,204.1,350.1,0.245,0.275,8.591
3.0,122.7,92.7,24.1,204.0,360.3,0.225,0.261,8.595
3.05,64.6,56.8,24.1,204.1,358.4,0.516,0.869,8.623
3.1,59.5,69.6,24.1,204.1,328.7,0.155,0.238,8.594
3.15,67.5,81.0,24.1,204.1,317.2,0.107,0.21,8.594
3.2,36.8,49.6,24.1,204.0,307.1,0.084,0.157,8.594
3.25,70.5,25.7,24.1,204.2,318.3,0.236,0.27,8.59
3.3,148.6,78.8,24.1,203.9,331.9,0.128,0.208,8.605
3.35,169.2,127.1,24.1,204.0,363.1,0.065,0.174,8.593
3.4,167.6,136.9,24.1,203.9,383.2,0.1,0.155,8.592
3.45,135.5,125.2,24.1,203.9,400.4,0.101,0.156,8.593
3.5,103.0,102.9,24.1,203.8,396.0,0.09,0.16,8.591
3.55,95.3,74.7,24.1,204.0,396.0,0.098,0.161,8.6
3.6,82.0,69.3,24.1,203.9,387.3,0.082,0.163,8.588
3.65,80.5,58.1,24.1,204.2,386.6,0.063,0.155,8.602
3.7,93.9,49.1,24.1,204.1,379.9,0.08,0.159,8.59
3.75,95.4,54.8,24.1,204.2,381.8,0.087,0.161,8.597
3.8,105.8,58.5,24.1,204.1,373.3,0.067,0.16,8.595
3.85,113.5,63.0,24.1,204.2,375.7,0.082,0.155,8.593
3.9,106.9,72.0,24.1,204.0,367.9,0.073,0.159,8.592
3.95,106.4,81.8,24.1,204.1,371.4,0.076,0.151,8.597
4.0,107.9,81.1,24.1,204.0,365.8,0.08,0.164,8.59
4.05,93.3,83.9,24.1,204.2,370.8,0.082,0.158,8.597
4.1,97.4,78.9,24.1,204.0,367.9,0.085,0.156,8.594
4.15,103.6,72.8,24.1,204.1,378.0,0.088,0.151,8.595
4.2,95.4,73.9,24.1,204.0,375.6,0.076,0.165,8.595
4.25,99.8,70.0,24.1,204.1,383.1,0.083,0.162,8.596
4.3,102.3,66.3,24.1,204.1,381.0,0.088,0.169,8.598
4.35,92.2,68.2,24.1,204.1,383.2,0.082,0.151,8.597
4.4,89.3,61.9,24.1,204.0,376.9,0.098,0.176,8.591
4.45,85.0,60.8,24.1,204.0,374.3,0.085,0.158,8.599
4.5,80.3,65.4,24.1,203.9,364.0,0.086,0.168,8.592
4.55,89.4,59.6,24.1,204.0,364.0,0.096,0.159,8.597
4.6,93.5,62.0,24.1,203.9,357.4,0.124,0.164,8.593
4.65,93.1,68.0,24.1,203.9,361.3,0.097,0.157,8.595
4.7,97.8,66.1,24.1,203.9,358.8,0.087,0.178,8.594
4.75,100.9,65.5,24.1,204.0,366.7,0.087,0.152,8.597
4.8,90.2,89.2,24.1,203.8,365.1,1.745,2.054,8.647
4.85,304.2,333.2,24.1,204.0,349.6,1.423,1.535,8.697
4.9,155.6,147.0,24.1,204.0,320.8,0.112,0.237,8.596
4.95,22.5,39.4,24.1,204.2,312.4,0.101,0.188,8.593
5.0,8.8,10.3,24.1,204.1,299.7,0.083,0.161,8.589
5.05,8.6,10.5,24.1,204.1,297.6,0.053,0.171,8.594
5.1,9.7,11.3,24.1,204.1,287.6,0.049,0.145,8.593
5.15,9.1,10.9,24.1,204.1,287.4,0.048,0.156,8.595
5.2,9.9,10.4,24.1,204.1,281.6,0.05,0.141,8.588
5.25,9.1,10.2,24.1,204.1,283.5,0.047,0.158,8.599
5.3,9.1,11.0,24.1,204.1,278.9,0.045,0.14,8.592
5.35,9.6,10.0,24.1,204.3,283.8,0.046,0.153,8.597
5.4,9.8,10.1,24.1,204.2,282.1,0.05,0.147,8.594
5.45,9.5,11.2,24.1,204.2,287.1,0.047,0.147,8.598
5.5,9.0,10.4,24.1,204.2,287.0,0.043,0.15,8.594
5.55,10.0,10.6,24.1,204.3,293.7,0.045,0.146,8.593
5.6,9.2,9.3,24.1,204.3,289.1,0.044,0.158,8.59
5.65,9.5,10.4,24.1,204.4,290.7,0.045,0.146,8.597
5.7,10.1,10.1,24.1,204.2,286.8,0.051,0.16,8.59
5.75,9.5,10.5,24.1,204.4,285.8,0.043,0.145,8.597
5.8,10.1,10.5,24.1,204.2,279.7,0.045,0.155,8.594
5.85,10.1,10.6,24.1,204.4,280.5,0.043,0.138,8.596
5.9,10.0,10.6,24.1,204.2,277.7,0.05,0.16,8.592
5.95,9.7,10.4,24.1,204.3,278.6,0.05,0.133,8.596
6.0,9.3,11.7,24.1,204.3,277.7,0.05,0.157,8.597
6.05,10.7,9.3,24.1,204.3,283.0,0.042,0.14,8.593
6.1,10.5,9.7,24.1,204.2,282.2,0.047,0.154,8.594
6.15,9.3,10.4,24.1,204.3,288.0,0.045,0.15,8.598
6.2,9.9,10.0,24.1,204.2,287.5,0.049,0.149,8.594
6.25,10.4,10.2,24.1,204.4,290.4,0.047,0.152,8.597
6.3,9.3,10.9,24.1,204.2,286.6,0.044,0.143,8.596
6.35,10.3,10.2,24.1,204.3,287.9,0.045,0.155,8.594
6.4,9.6,10.7,24.1,204.2,281.8,0.044,0.143,8.593
6.45,9.3,10.4,24.1,204.3,282.6,0.044,0.156,8.596
6.5,10.1,9.8,24.1,204.2,278.1,0.049,0.143,8.594
6.55,9.6,11.3,24.1,204.2,278.3,0.045,0.153,8.593
6.6,9.7,10.4,24.1,204.2,277.1,0.043,0.14,8.595
6.65,9.5,10.9,24.1,204.3,280.3,0.046,0.153,8.595
6.7,9.0,9.9,24.1,204.1,279.9,0.045,0.146,8.592
6.75,10.5,10.5,24.1,204.3,285.1,0.046,0.145,8.597
6.8,10.1,9.9,24.1,204.1,285.2,0.045,0.153,8.592
6.85,10.1,9.6,24.1,204.3,289.5,0.044,0.142,8.595
6.9,10.6,9.9,24.1,204.2,285.5,0.047,0.158,8.594
6.95,10.4,9.6,24.1,204.3,287.8,0.043,0.139,8.595
7.0,9.8,10.9,24.1,204.2,284.6,0.047,0.154,8.597
7.05,10.2,10.6,24.1,204.3,284.2,0.043,0.141,8.593
7.1,10.2,9.7,24.1,204.2,280.1,0.044,0.157,8.595
7.15,9.8,9.5,24.1,204.3,281.5,0.041,0.143,8.596
7.2,9.9,9.9,24.1,204.2,278.3,0.052,0.158,8.594
7.25,9.3,10.4,24.1,204.3,281.3,0.045,0.145,8.595
7.3,10.0,10.3,24.1,204.2,279.7,0.044,0.151,8.593
7.35,9.8,10.4,24.1,204.3,283.2,0.042,0.145,8.595
7.4,9.1,9.9,24.1,204.3,284.3,0.045,0.15,8.592
7.45,9.1,11.0,24.1,204.4,287.4,0.044,0.146,8.593
7.5,9.9,9.7,24.1,204.3,286.8,0.046,0.15,8.597
7.55,9.7,9.5,24.1,204.4,288.0,0.045,0.146,8.594
7.6,9.6,10.2,24.1,204.3,283.8,0.046,0.149,8.596
7.65,9.4,10.6,24.1,204.4,283.7,0.047,0.147,8.592
7.7,9.2,10.8,24.1,204.2,279.7,0.046,0.147,8.595
7.75,9.1,11.2,24.1,204.4,279.0,0.047,0.146,8.597
7.8,11.1,10.2,24.1,204.2,277.3,0.046,0.147,8.593
7.85,10.1,10.4,24.1,204.3,278.6,0.046,0.144,8.594
7.9,8.2,10.7,24.1,204.2,277.8,0.044,0.156,8.594
7.95,9.0,9.9,24.1,204.3,281.2,0.043,0.143,8.594
8.0,9.1,10.0,24.1,204.2,283.7,0.044,0.159,8.592
8.05,10.3,10.5,24.1,204.3,286.8,0.044,0.135,8.597
8.1,9.2,9.1,24.1,204.2,286.4,0.048,0.163,8.594
8.15,9.8,10.0,24.1,204.3,287.8,0.042,0.137,8.596
8.2,9.1,9.7,24.1,204.2,285.2,0.044,0.16,8.591
8.25,9.6,10.3,24.1,204.2,283.3,0.047,0.139,8.593
8.3,9.4,9.4,24.1,204.1,279.4,0.052,0.158,8.594
8.35,8.9,10.7,24.1,204.2,278.5,0.046,0.137,8.594
8.4,9.6,11.1,24.1,204.1,275.8,0.046,0.158,8.597
8.45,10.1,9.9,24.1,204.1,277.5,0.043,0.137,8.594
