# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 13:17:04
動作種別,閉動作
温度[℃],39.9
湿度[%RH],31.3
気圧[hPa],1011
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,8.2,10.0,24.1,205.0,274.0,0.066,0.166,8.607
0.1,9.1,10.3,24.1,204.9,270.1,0.058,0.134,8.6
0.15,9.2,10.4,24.1,205.1,281.9,0.066,0.172,8.599
0.2,10.7,10.0,24.1,205.1,284.0,0.068,0.122,8.603
0.25,9.7,10.3,24.1,205.2,296.7,0.075,0.172,8.605
0.3,8.9,10.1,24.1,205.2,295.0,0.058,0.117,8.603
0.35,9.5,10.7,24.1,205.2,299.2,0.07,0.179,8.609
0.4,9.5,11.4,24.1,205.1,287.6,0.059,0.13,8.594
0.45,9.5,9.7,24.1,205.1,285.0,0.06,0.174,8.605
0.5,9.2,9.9,24.1,204.9,272.1,0.058,0.143,8.605
0.55,9.7,10.5,24.1,204.7,269.6,0.069,0.158,8.602
0.6,8.2,11.5,24.1,204.6,263.7,0.063,0.157,8.602
0.65,8.9,10.7,24.1,204.6,274.7,0.064,0.144,8.609
0.7,8.8,9.7,24.1,204.8,276.8,0.066,0.163,8.6
0.75,9.2,11.0,24.1,205.0,290.5,0.059,0.14,8.606
0.8,9.7,10.5,24.1,205.0,292.7,0.063,0.163,8.602
0.85,9.0,10.4,24.1,204.9,300.9,0.06,0.137,8.608
0.9,9.3,10.5,24.1,205.0,293.5,0.066,0.165,8.603
0.95,148.8,114.2,24.1,204.8,298.8,1.864,2.333,8.664
1.0,339.3,313.0,24.1,204.6,354.1,0.21,0.435,8.596
1.05,265.9,229.9,24.1,204.3,520.2,0.375,0.611,8.609
1.1,161.0,133.1,24.1,204.4,449.1,0.143,0.276,8.601
1.15,216.2,191.0,24.1,204.3,446.5,0.186,0.259,8.606
1.2,259.4,233.6,24.1,204.2,502.4,0.184,0.346,8.602
1.25,293.3,262.8,24.1,204.2,591.7,0.2,0.295,8.606
1.3,295.4,263.9,24.1,204.1,674.9,0.309,0.452,8.595
1.35,310.4,276.5,24.1,204.1,750.1,0.422,0.669,8.605
1.4,316.9,282.9,24.1,204.0,804.7,0.48,0.743,8.599
1.45,317.4,282.8,24.1,203.7,864.2,0.512,0.741,8.607
1.5,348.9,319.5,24.1,203.6,912.4,0.585,0.972,8.609
1.55,353.7,327.4,24.1,203.3,961.5,0.611,1.082,8.605
1.6,375.3,335.4,24.1,203.1,1022.8,0.66,0.949,8.592
1.65,344.9,318.5,24.1,203.1,977.7,0.718,1.061,8.601
1.7,338.6,306.0,24.1,203.3,887.7,0.782,1.079,8.604
1.75,340.0,311.9,24.1,203.7,796.7,0.76,0.987,8.623
1.8,341.8,310.1,24.1,203.9,725.4,0.947,0.999,8.62
1.85,334.8,314.4,24.1,204.1,679.1,0.742,0.916,8.642
1.9,330.0,314.0,24.1,204.2,656.7,0.593,0.651,8.601
1.95,337.2,303.9,24.1,204.2,661.7,0.597,0.49,8.608
2.0,337.3,305.6,24.1,204.1,689.4,0.564,0.657,8.619
2.05,335.3,307.7,24.1,203.9,721.5,0.536,0.629,8.61
2.1,343.3,304.4,24.1,203.8,759.0,0.608,0.719,8.611
2.15,338.1,303.7,24.1,203.7,780.8,0.679,0.728,8.61
2.2,338.1,309.1,24.1,203.7,781.4,0.706,0.876,8.614
2.25,340.7,308.3,24.1,203.7,777.9,0.573,0.658,8.62
2.3,329.2,306.1,24.1,203.8,755.2,0.506,0.544,8.597
2.35,338.4,301.8,24.1,204.0,731.2,0.592,0.599,8.612
2.4,340.6,307.3,24.1,204.1,722.3,0.583,0.516,8.622
2.45,333.1,307.3,24.1,204.2,719.6,0.554,0.488,8.61
2.5,336.4,306.5,24.1,204.3,721.1,0.632,0.541,8.607
2.55,339.0,302.4,24.1,204.1,727.0,0.51,0.465,8.605
2.6,331.7,305.7,24.1,204.1,734.2,0.59,0.484,8.603
2.65,339.4,300.0,24.1,204.0,741.0,0.495,0.479,8.621
2.7,335.0,302.5,24.1,203.9,749.5,0.586,0.505,8.601
2.75,282.1,252.9,24.1,204.0,683.6,0.635,0.883,8.624
2.8,285.1,261.0,24.1,204.4,551.5,0.483,0.572,8.613
2.85,285.5,268.0,24.1,204.7,419.0,0.415,0.873,8.608
2.9,235.0,202.8,24.1,205.1,345.6,0.404,0.39,8.602
2.95,166.2,144.6,24.1,205.1,319.4,0.272,0.31,8.599
3.0,127.0,89.5,24.1,205.3,336.6,0.231,0.255,8.599
3.05,78.5,69.5,24.1,205.1,352.6,0.273,0.448,8.609
3.1,55.2,65.0,24.1,205.2,334.8,0.183,0.286,8.605
3.15,66.1,79.1,24.1,205.1,320.4,0.148,0.209,8.611
3.2,40.8,67.9,24.1,205.2,310.3,0.13,0.168,8.601
3.25,48.6,19.7,24.1,205.0,310.9,0.106,0.184,8.605
3.3,121.6,58.3,24.1,205.0,320.1,0.168,0.231,8.603
3.35,164.0,117.9,24.1,204.8,352.0,0.084,0.157,8.6
3.4,171.8,141.8,24.1,204.9,383.3,0.1,0.182,8.6
3.45,150.6,132.4,24.1,204.8,399.9,0.084,0.151,8.603
3.5,116.2,113.0,24.1,205.0,401.4,0.103,0.163,8.603
3.55,103.7,82.9,24.1,204.9,393.0,0.108,0.154,8.602
3.6,84.3,68.1,24.1,205.2,382.7,0.086,0.175,8.598
3.65,83.5,61.8,24.1,205.1,378.9,0.081,0.163,8.604
3.7,88.7,51.2,24.1,205.2,374.2,0.113,0.159,8.6
3.75,93.8,55.5,24.1,205.0,375.7,0.095,0.17,8.605
3.8,100.5,56.9,24.1,205.2,373.2,0.089,0.144,8.604
3.85,113.6,63.5,24.1,204.9,374.4,0.08,0.169,8.606
3.9,108.4,70.0,24.1,205.1,373.0,0.09,0.15,8.601
3.95,104.9,80.0,24.1,205.0,373.6,0.078,0.178,8.604
4.0,110.0,81.3,24.1,205.1,372.9,0.086,0.157,8.597
4.05,101.2,85.9,24.1,205.1,373.5,0.11,0.179,8.608
4.1,96.0,82.4,24.1,205.2,372.4,0.101,0.148,8.602
4.15,103.2,73.2,24.1,205.2,372.9,0.095,0.193,8.604
4.2,96.5,72.6,24.1,205.4,374.0,0.093,0.149,8.604
4.25,96.4,68.8,24.1,205.2,375.2,0.096,0.181,8.603
4.3,104.3,65.6,24.1,205.3,377.0,0.095,0.167,8.606
4.35,94.0,68.4,24.1,205.2,379.2,0.102,0.166,8.603
4.4,93.1,68.5,24.1,205.2,377.8,0.093,0.163,8.603
4.45,91.9,64.0,24.1,205.1,373.1,0.089,0.162,8.604
4.5,82.7,66.5,24.1,205.1,371.2,0.094,0.165,8.603
4.55,86.9,68.1,24.1,205.0,365.2,0.111,0.163,8.604
4.6,94.9,68.4,24.1,205.2,363.3,0.096,0.173,8.606
4.65,89.8,69.2,24.1,205.0,362.0,0.095,0.159,8.607
4.7,96.8,65.4,24.1,205.2,363.0,0.1,0.19,8.597
4.75,99.5,64.8,24.1,205.2,363.0,0.125,0.145,8.6
4.8,94.2,62.2,24.1,205.4,365.5,0.187,0.231,8.602
4.85,287.4,284.6,24.1,205.4,348.5,1.833,3.022,8.883
4.9,180.7,187.0,24.1,205.5,323.8,0.196,0.233,8.602
4.95,30.3,50.5,24.1,205.4,314.3,0.121,0.156,8.602
5.0,13.3,9.6,24.1,205.6,305.7,0.08,0.174,8.603
5.05,11.6,11.2,24.1,205.4,300.6,0.073,0.169,8.599
5.1,10.1,11.0,24.1,205.6,291.4,0.073,0.168,8.601
5.15,10.4,10.4,24.1,205.3,284.7,0.085,0.173,8.6
5.2,9.7,10.5,24.1,205.4,277.8,0.078,0.175,8.603
5.25,8.9,10.1,24.1,205.2,275.0,0.083,0.183,8.604
5.3,10.1,10.8,24.1,205.3,272.9,0.071,0.155,8.601
5.35,8.8,11.4,24.1,205.3,275.0,0.069,0.193,8.602
5.4,9.3,10.3,24.1,205.5,277.3,0.067,0.129,8.601
5.45,8.7,9.2,24.1,205.5,282.4,0.083,0.191,8.598
5.5,9.8,10.9,24.1,205.6,288.0,0.06,0.146,8.604
5.55,9.5,10.3,24.1,205.7,293.2,0.073,0.193,8.605
5.6,10.1,10.8,24.1,205.8,296.9,0.076,0.149,8.602
5.65,10.1,10.5,24.1,205.7,297.6,0.064,0.176,8.603
5.7,9.1,9.4,24.1,205.8,297.0,0.066,0.139,8.605
5.75,9.9,10.8,24.1,205.6,294.7,0.065,0.167,8.598
5.8,9.8,10.8,24.1,205.7,289.1,0.068,0.152,8.604
5.85,10.8,11.3,24.1,205.5,282.9,0.08,0.183,8.604
5.9,9.9,9.9,24.1,205.6,278.5,0.071,0.151,8.601
5.95,9.9,9.7,24.1,205.3,273.3,0.073,0.163,8.601
6.0,9.1,10.2,24.1,205.5,272.8,0.076,0.174,8.6
6.05,8.9,10.5,24.1,205.3,272.2,0.083,0.159,8.605
6.1,8.8,10.1,24.1,205.5,274.8,0.08,0.182,8.603
6.15,8.2,10.2,24.1,205.5,275.8,0.079,0.152,8.603
6.2,9.5,9.6,24.1,205.7,281.0,0.078,0.169,8.601
6.25,9.7,10.0,24.1,205.6,285.4,0.08,0.169,8.603
6.3,9.5,10.9,24.1,205.8,291.1,0.062,0.175,8.6
6.35,9.6,10.7,24.1,205.6,294.6,0.065,0.143,8.605
6.4,8.7,10.3,24.1,205.7,296.8,0.076,0.181,8.603
6.45,9.7,11.0,24.1,205.6,296.4,0.071,0.172,8.606
6.5,10.1,9.8,24.1,205.6,293.6,0.07,0.167,8.601
