# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 07:04:00
動作種別,開動作
温度[℃],35.0
湿度[%RH],44.9
気圧[hPa],1014
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,10.4,10.4,24.1,205.0,289.6,0.048,0.149,8.593
0.1,9.5,10.7,24.1,204.9,280.9,0.058,0.143,8.59
0.15,9.8,11.2,24.1,205.0,286.4,0.051,0.162,8.596
0.2,10.1,10.5,24.1,205.0,282.7,0.036,0.145,8.586
0.25,9.8,11.3,24.1,205.0,293.0,0.033,0.182,8.586
0.3,8.8,8.9,24.1,204.9,288.3,0.039,0.143,8.585
0.35,10.6,10.9,24.1,204.9,293.2,0.051,0.172,8.594
0.4,10.1,10.9,24.1,204.9,282.6,0.049,0.118,8.59
0.45,9.1,9.6,24.1,204.9,286.3,0.047,0.158,8.595
0.5,9.1,10.8,24.1,204.9,280.2,0.039,0.134,8.589
0.55,9.7,9.9,24.1,205.0,288.4,0.04,0.179,8.587
0.6,9.4,10.7,24.1,204.9,284.9,0.04,0.149,8.584
0.65,9.5,10.3,24.1,204.9,292.4,0.044,0.169,8.595
0.7,10.5,9.8,24.1,204.8,283.6,0.046,0.134,8.588
0.75,10.3,10.5,24.1,204.9,289.0,0.048,0.153,8.596
0.8,44.6,49.3,24.1,204.9,283.3,0.109,0.176,8.586
0.85,205.3,195.6,24.1,204.9,318.9,0.106,0.184,8.593
0.9,233.5,336.3,24.1,204.7,406.2,0.226,0.194,8.576
0.95,119.2,144.7,24.1,204.7,427.8,0.243,0.291,8.597
1.0,203.0,210.1,24.1,204.6,422.6,0.103,0.179,8.596
1.05,256.5,277.9,24.1,204.5,479.0,0.152,0.214,8.593
1.1,259.5,305.2,24.1,204.4,568.9,0.168,0.302,8.583
1.15,276.1,321.5,24.1,204.3,659.8,0.18,0.334,8.597
1.2,267.6,315.4,24.1,204.1,728.4,0.288,0.371,8.589
1.25,265.3,311.6,24.1,204.0,789.9,0.326,0.48,8.6
1.3,295.7,338.8,24.1,203.9,844.0,0.391,0.468,8.592
1.35,308.9,350.5,24.1,203.8,900.8,0.392,0.516,8.599
1.4,334.4,361.5,24.1,203.6,969.3,0.451,0.723,8.593
1.45,364.8,397.8,24.1,203.4,1035.3,0.525,0.703,8.606
1.5,356.5,382.0,24.1,203.4,1071.4,0.465,0.667,8.588
1.55,353.2,361.8,24.1,203.6,1012.8,0.653,1.005,8.654
1.6,345.8,356.8,24.1,203.9,923.8,0.741,0.978,8.607
1.65,355.6,352.0,24.1,204.1,838.1,0.814,0.735,8.605
1.7,351.2,353.8,24.1,204.2,762.9,0.735,0.914,8.581
1.75,360.9,350.0,24.1,204.3,717.9,0.709,0.869,8.622
1.8,350.1,347.0,24.1,204.5,698.2,0.679,0.746,8.621
1.85,342.6,349.9,24.1,204.5,710.8,0.643,0.732,8.61
1.9,346.7,352.3,24.1,204.6,744.8,0.651,0.736,8.602
1.95,348.4,353.2,24.1,204.4,782.8,0.608,0.704,8.609
2.0,337.1,357.6,24.1,204.4,813.8,0.608,0.638,8.617
2.05,347.4,356.1,24.1,204.3,825.9,0.619,0.741,8.629
2.1,345.7,351.4,24.1,204.3,826.6,0.609,0.795,8.606
2.15,338.3,358.0,24.1,204.4,813.2,0.645,0.662,8.625
2.2,354.9,352.0,24.1,204.6,803.3,0.58,0.757,8.619
