# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 04:57:04
動作種別,開動作
温度[℃],31.4
湿度[%RH],51.1
気圧[hPa],1012
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,9.6,9.7,24.1,207.1,289.6,0.038,0.155,8.581
0.1,10.1,9.0,24.1,207.1,285.2,0.045,0.202,8.572
0.15,9.0,9.0,24.1,207.1,292.5,0.042,0.151,8.58
0.2,11.3,9.8,24.1,207.1,287.3,0.046,0.176,8.584
0.25,10.3,10.0,24.1,207.1,292.9,0.037,0.123,8.59
0.3,9.9,9.0,24.1,207.2,286.3,0.044,0.177,8.575
0.35,11.2,9.0,24.1,207.1,292.6,0.035,0.13,8.581
0.4,10.7,9.7,24.1,207.2,285.8,0.044,0.201,8.581
0.45,10.9,9.5,24.1,207.2,289.5,0.033,0.136,8.585
0.5,9.8,9.4,24.1,207.2,282.7,0.048,0.197,8.576
0.55,10.2,9.2,24.1,207.2,285.8,0.04,0.131,8.586
0.6,9.8,9.2,24.1,207.2,279.4,0.045,0.18,8.579
0.65,9.9,9.8,24.1,207.2,282.3,0.031,0.138,8.583
0.7,10.9,9.6,24.1,207.2,275.5,0.039,0.17,8.577
0.75,9.9,9.2,24.1,207.1,280.9,0.039,0.155,8.586
0.8,122.5,115.4,24.1,207.2,279.3,0.185,0.251,8.581
0.85,181.5,326.5,24.1,206.9,326.2,0.113,0.18,8.58
0.9,151.3,310.8,24.1,206.7,413.1,0.399,0.328,8.597
0.95,181.0,171.7,24.1,206.7,413.1,0.118,0.178,8.582
1.0,253.1,236.2,24.1,206.6,443.6,0.154,0.219,8.577
1.05,295.1,289.8,24.1,206.4,530.7,0.198,0.333,8.587
