# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 09:29:49
動作種別,閉動作
温度[℃],33.4
湿度[%RH],47.1
気圧[hPa],1013
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,11.3,10.6,24.1,201.5,284.8,0.036,0.135,8.593
0.1,10.8,10.1,24.1,201.5,280.8,0.052,0.195,8.58
0.15,9.8,8.8,24.1,201.6,289.2,0.042,0.12,8.587
0.2,10.8,10.2,24.1,201.5,285.5,0.052,0.222,8.584
0.25,9.7,9.6,24.1,201.6,292.1,0.039,0.104,8.589
0.3,10.2,9.5,24.1,201.6,289.2,0.052,0.237,8.587
0.35,10.2,10.7,24.1,201.6,295.2,0.03,0.099,8.586
0.4,9.7,9.7,24.1,201.6,291.5,0.052,0.222,8.588
0.45,9.7,10.5,24.1,201.7,295.6,0.032,0.128,8.593
0.5,10.4,9.8,24.1,201.6,290.4,0.048,0.21,8.582
0.55,10.2,10.6,24.1,201.7,294.3,0.038,0.161,8.597
0.6,10.3,9.4,24.1,201.8,289.6,0.056,0.201,8.586
0.65,10.5,9.8,24.1,201.7,292.0,0.044,0.216,8.583
0.7,10.7,9.9,24.1,201.8,286.6,0.041,0.163,8.585
0.75,9.1,10.0,24.1,201.8,289.6,0.051,0.215,8.587
0.8,9.8,9.7,24.1,201.8,283.9,0.043,0.133,8.59
0.85,9.9,9.2,24.1,201.7,286.5,0.05,0.202,8.587
0.9,43.5,30.6,24.1,201.8,280.7,0.671,0.52,8.608
0.95,184.3,175.6,24.1,201.7,299.5,1.054,1.733,8.636
1.0,298.4,346.8,24.1,201.5,377.3,0.318,0.531,8.594
1.05,166.9,111.2,24.1,201.3,451.5,0.346,0.583,8.578
1.1,201.9,169.0,24.1,201.4,437.6,0.191,0.252,8.591
1.15,262.8,225.3,24.1,201.2,487.4,0.193,0.348,8.592
1.2,287.6,257.0,24.1,201.1,565.4,0.173,0.318,8.582
1.25,304.1,271.9,24.1,200.8,657.3,0.268,0.344,8.584
1.3,298.9,278.6,24.1,200.6,728.2,0.376,0.587,8.596
1.35,301.2,274.0,24.1,200.5,795.6,0.433,0.832,8.571
1.4,324.0,298.0,24.1,200.4,857.1,0.482,0.619,8.589
1.45,327.1,300.4,24.1,200.2,916.1,0.462,0.742,8.592
1.5,351.1,317.4,24.1,199.9,988.4,0.592,1.075,8.594
1.55,375.9,344.6,24.1,199.8,1045.4,0.628,0.958,8.589
1.6,369.2,341.3,24.1,199.7,1093.1,0.561,1.124,8.597
1.65,349.9,313.7,24.1,199.8,1036.3,0.699,0.879,8.589
1.7,341.9,316.8,24.1,200.1,939.4,0.663,1.088,8.601
1.75,345.2,312.3,24.1,200.3,844.2,0.684,0.744,8.586
1.8,348.8,315.7,24.1,200.5,773.1,0.694,0.652,8.587
1.85,339.0,323.3,24.1,200.5,725.9,0.567,0.525,8.59
1.9,344.6,315.2,24.1,200.6,705.2,0.527,0.588,8.585
1.95,340.3,314.4,24.1,200.5,711.7,0.731,0.83,8.601
2.0,339.5,310.5,24.1,200.4,736.1,0.517,0.573,8.588
2.05,347.0,308.2,24.1,200.3,772.2,0.545,0.648,8.596
2.1,340.5,314.8,24.1,200.3,804.1,0.582,0.622,8.594
2.15,344.1,312.5,24.1,200.2,825.2,0.67,0.816,8.617
2.2,345.6,306.7,24.1,200.2,833.5,0.684,0.86,8.581
2.25,345.0,322.5,24.1,200.1,831.6,0.571,0.689,8.597
2.3,343.0,306.4,24.1,200.3,818.5,0.607,0.676,8.582
2.35,343.2,310.8,24.1,200.2,791.4,0.522,0.564,8.607
2.4,340.2,313.5,24.1,200.2,783.5,0.523,0.552,8.597
2.45,344.9,310.5,24.1,200.2,779.8,0.639,0.613,8.59
2.5,341.6,310.7,24.1,200.2,780.9,0.577,0.559,8.583
2.55,336.6,311.0,24.1,200.1,783.4,0.564,0.541,8.601
2.6,343.5,308.8,24.1,200.1,790.3,0.527,0.625,8.58
2.65,343.2,311.5,24.1,200.1,795.0,0.512,0.6,8.596
2.7,325.3,289.4,24.1,200.2,793.8,0.547,0.465,8.584
2.75,296.7,261.9,24.1,200.3,691.7,0.749,1.03,8.637
2.8,283.6,262.9,24.1,200.7,544.8,0.461,0.689,8.58
2.85,282.3,260.5,24.1,201.0,428.3,0.373,0.774,8.595
2.9,224.9,181.1,24.1,201.1,354.3,0.276,0.365,8.576
2.95,154.9,120.2,24.1,201.2,342.7,0.195,0.307,8.597
3.0,124.6,91.6,24.1,201.3,342.8,0.208,0.303,8.59
3.05,66.8,55.5,24.1,201.2,342.8,0.414,0.594,8.602
3.1,56.0,65.0,24.1,201.3,320.6,0.183,0.218,8.583
3.15,65.0,73.3,24.1,201.3,309.3,0.126,0.204,8.579
3.2,32.4,39.0,24.1,201.3,303.0,0.086,0.168,8.585
3.25,65.9,31.2,24.1,201.3,314.8,0.193,0.282,8.585
3.3,137.7,84.8,24.1,201.3,331.8,0.108,0.184,8.59
3.35,166.2,130.0,24.1,201.2,368.5,0.071,0.177,8.588
3.4,167.0,138.2,24.1,201.2,398.8,0.075,0.154,8.585
3.45,138.1,127.7,24.1,201.1,415.9,0.085,0.19,8.585
3.5,109.8,102.9,24.1,201.2,413.4,0.074,0.146,8.589
3.55,101.4,77.4,24.1,201.2,405.6,0.087,0.199,8.585
3.6,84.8,71.3,24.1,201.3,394.5,0.096,0.149,8.59
3.65,90.3,61.4,24.1,201.3,387.5,0.109,0.196,8.583
3.7,96.1,57.5,24.1,201.3,380.1,0.092,0.158,8.591
3.75,94.0,62.3,24.1,201.3,377.1,0.074,0.179,8.588
3.8,104.5,63.2,24.1,201.3,373.8,0.082,0.206,8.586
3.85,111.6,69.5,24.1,201.4,373.1,0.076,0.15,8.596
3.9,107.8,80.3,24.1,201.4,371.3,0.1,0.22,8.581
3.95,109.0,82.4,24.1,201.3,370.4,0.099,0.145,8.591
4.0,110.6,87.6,24.1,201.3,367.4,0.077,0.197,8.577
4.05,96.0,90.4,24.1,201.2,370.6,0.082,0.142,8.592
4.1,96.4,84.5,24.1,201.3,367.7,0.092,0.185,8.588
4.15,99.2,80.9,24.1,201.1,367.1,0.08,0.164,8.593
4.2,98.7,75.9,24.1,201.1,367.0,0.087,0.188,8.593
4.25,100.8,71.2,24.1,201.1,369.9,0.089,0.183,8.583
4.3,103.5,67.6,24.1,201.2,372.8,0.096,0.169,8.588
4.35,92.7,67.9,24.1,201.1,375.8,0.104,0.19,8.579
4.4,91.6,66.8,24.1,201.1,374.7,0.087,0.172,8.597
4.45,87.2,67.8,24.1,201.1,375.9,0.099,0.176,8.591
4.5,80.6,72.3,24.1,201.1,376.8,0.101,0.19,8.58
4.55,90.9,68.3,24.1,201.0,377.6,0.097,0.165,8.588
4.6,93.7,68.3,24.1,201.1,375.4,0.097,0.203,8.584
4.65,91.2,72.3,24.1,201.0,377.8,0.076,0.153,8.597
4.7,101.6,66.8,24.1,201.0,373.5,0.094,0.188,8.579
4.75,98.4,68.3,24.1,201.0,372.8,0.112,0.152,8.591
4.8,102.1,77.6,24.1,201.1,366.2,1.5,1.981,8.811
4.85,313.0,322.4,24.1,201.0,339.6,0.845,0.962,8.753
4.9,136.5,129.9,24.1,201.1,310.6,0.162,0.209,8.579
4.95,12.0,21.7,24.1,201.0,297.8,0.113,0.172,8.593
5.0,22.4,9.8,24.1,201.1,285.8,0.131,0.203,8.579
5.05,11.6,9.5,24.1,201.0,282.9,0.073,0.161,8.59
5.1,9.9,9.8,24.1,201.0,278.4,0.063,0.194,8.581
5.15,10.7,10.5,24.1,201.0,280.0,0.075,0.175,8.59
5.2,9.3,10.0,24.1,201.1,280.8,0.058,0.17,8.583
5.25,10.4,10.2,24.1,201.0,283.5,0.062,0.167,8.591
5.3,10.2,9.9,24.1,201.0,284.8,0.053,0.157,8.579
5.35,10.1,9.5,24.1,200.9,287.5,0.062,0.171,8.589
5.4,10.4,9.5,24.1,201.0,288.0,0.07,0.161,8.589
5.45,9.8,11.2,24.1,201.0,291.5,0.078,0.175,8.59
5.5,10.9,10.6,24.1,201.1,287.8,0.073,0.161,8.583
5.55,10.7,8.5,24.1,201.0,290.1,0.083,0.17,8.584
5.6,10.5,9.8,24.1,201.1,286.8,0.064,0.166,8.586
5.65,10.9,10.9,24.1,201.0,286.3,0.058,0.168,8.586
