# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 00:24:58
動作種別,開動作
温度[℃],31.3
湿度[%RH],51.6
気圧[hPa],1011
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,10.8,9.4,24.1,205.1,287.4,0.035,0.172,8.58
0.1,10.7,10.4,24.1,205.1,280.3,0.04,0.151,8.582
0.15,9.8,10.0,24.1,204.7,278.9,0.045,0.15,8.587
0.2,10.4,9.7,24.1,204.3,268.9,0.045,0.146,8.582
0.25,10.2,9.9,24.1,204.3,276.0,0.037,0.157,8.583
0.3,10.3,10.6,24.1,204.2,271.5,0.029,0.169,8.574
0.35,10.7,8.9,24.1,204.3,277.5,0.034,0.172,8.584
0.4,10.7,10.0,24.1,204.3,271.3,0.045,0.159,8.582
0.45,9.5,10.3,24.1,204.3,279.7,0.048,0.154,8.584
0.5,10.2,10.3,24.1,204.2,274.1,0.043,0.152,8.584
0.55,10.0,9.8,24.1,204.3,278.8,0.034,0.157,8.581
0.6,10.0,10.2,24.1,204.3,274.3,0.033,0.165,8.578
0.65,10.7,9.7,24.1,204.4,280.5,0.033,0.163,8.582
0.7,9.5,10.8,24.1,204.3,275.6,0.047,0.162,8.58
0.75,9.2,10.4,24.1,204.4,282.2,0.044,0.153,8.586
0.8,86.7,83.6,24.1,204.5,280.2,0.143,0.243,8.581
0.85,201.3,252.6,24.1,204.4,314.4,0.074,0.17,8.588
0.9,173.3,302.8,24.1,204.2,388.9,0.263,0.241,8.586
0.95,160.8,137.6,24.1,204.5,404.6,0.219,0.26,8.577
1.0,242.6,231.1,24.1,204.5,427.4,0.129,0.196,8.579
1.05,281.6,294.4,24.1,204.4,510.6,0.178,0.288,8.586
1.1,271.6,314.9,24.1,204.3,600.5,0.241,0.348,8.578
1.15,277.3,321.7,24.1,204.3,687.5,0.257,0.396,8.586
1.2,273.5,327.4,24.1,204.4,746.8,0.316,0.384,8.587
1.25,271.0,323.4,24.1,204.4,788.1,0.32,0.425,8.584
1.3,299.2,339.6,24.1,204.2,836.1,0.402,0.4,8.574
1.35,321.1,362.4,24.1,204.1,887.6,0.432,0.514,8.587
1.4,330.4,369.0,24.1,203.8,950.2,0.376,0.789,8.597
1.45,367.6,405.7,24.1,203.6,1021.9,0.529,0.611,8.601
1.5,357.5,382.1,24.1,203.6,1026.4,0.543,0.696,8.588
1.55,345.3,364.1,24.1,203.8,954.3,0.741,1.07,8.627
1.6,355.3,361.3,24.1,204.0,866.5,0.652,0.769,8.595
1.65,354.8,350.9,24.1,204.2,788.3,0.686,0.835,8.601
1.7,355.9,358.4,24.1,204.4,732.1,1.172,1.127,8.659
1.75,361.7,347.9,24.1,204.4,700.7,0.774,0.995,8.621
1.8,342.4,358.2,24.1,204.5,686.8,0.716,0.764,8.578
1.85,351.3,352.6,24.1,204.5,700.7,0.585,0.666,8.607
1.9,348.9,354.9,24.1,204.4,732.3,0.641,0.819,8.614
1.95,343.0,362.4,24.1,204.3,767.0,0.626,0.874,8.611
2.0,346.2,357.9,24.1,204.3,792.7,0.603,0.689,8.609
2.05,349.9,354.1,24.1,204.3,808.6,0.592,0.72,8.6
2.1,342.1,365.1,24.1,204.3,803.6,0.675,0.77,8.61
2.15,356.7,353.7,24.1,204.3,793.7,0.669,0.752,8.604
2.2,349.1,357.6,24.1,204.4,779.4,0.61,0.661,8.626
2.25,346.7,359.0,24.1,204.4,762.6,0.699,0.789,8.632
2.3,352.2,351.4,24.1,204.5,754.7,0.747,0.717,8.614
2.35,342.9,356.4,24.1,204.4,755.8,0.634,0.676,8.645
2.4,349.9,360.3,24.1,204.4,764.1,0.614,0.631,8.61
2.45,352.2,355.1,24.1,204.4,775.7,0.639,0.837,8.614
2.5,340.6,363.5,24.1,204.4,779.8,0.707,0.799,8.587
2.55,352.3,352.2,24.1,204.4,777.2,0.67,0.815,8.622
2.6,349.2,355.5,24.1,204.4,767.5,0.824,0.887,8.635
2.65,343.0,357.1,24.1,204.4,757.6,0.664,0.785,8.602
2.7,350.9,351.4,24.1,204.4,755.4,0.685,0.733,8.616
2.75,324.9,324.5,24.1,204.5,744.7,0.591,0.686,8.605
2.8,315.6,298.9,24.1,204.7,649.1,0.847,1.012,8.644
2.85,315.8,273.8,24.1,205.0,521.1,0.456,0.609,8.596
2.9,270.9,260.3,24.1,205.2,413.2,0.458,0.666,8.578
2.95,193.7,205.0,24.1,205.3,350.3,0.283,0.39,8.589
3.0,147.5,136.0,24.1,205.3,350.4,0.249,0.474,8.585
3.05,105.1,115.5,24.1,205.3,361.2,0.25,0.393,8.578
3.1,84.5,48.9,24.1,205.3,343.3,0.182,0.288,8.577
3.15,84.6,41.6,24.1,205.3,326.6,0.159,0.241,8.582
3.2,62.9,50.4,24.1,205.3,314.8,0.158,0.22,8.584
3.25,32.3,23.5,24.1,205.3,317.6,0.101,0.179,8.583
3.3,57.1,59.4,24.1,205.4,323.8,0.185,0.311,8.579
3.35,110.7,130.3,24.1,205.3,345.1,0.087,0.216,8.584
3.4,130.9,170.9,24.1,205.2,372.1,0.091,0.178,8.58
3.45,120.7,169.6,24.1,205.2,399.5,0.122,0.202,8.585
3.5,97.3,141.3,24.1,205.2,406.4,0.111,0.207,8.58
3.55,79.3,113.2,24.1,205.1,402.9,0.109,0.225,8.585
3.6,62.8,99.4,24.1,205.1,388.7,0.118,0.223,8.58
3.65,58.1,89.6,24.1,205.1,381.5,0.541,0.518,8.605
3.7,59.0,86.1,24.1,205.2,372.3,0.164,0.222,8.583
3.75,56.6,87.8,24.1,205.2,370.8,0.082,0.188,8.581
3.8,62.2,89.0,24.1,205.2,366.5,0.087,0.198,8.578
3.85,62.1,94.2,24.1,205.1,366.4,0.102,0.182,8.589
3.9,63.1,102.1,24.1,205.1,366.5,0.098,0.207,8.579
3.95,67.9,103.2,24.1,205.1,372.1,0.088,0.186,8.583
4.0,68.3,103.8,24.1,205.2,372.0,0.104,0.217,8.581
4.05,72.4,106.6,24.1,205.2,376.4,0.094,0.2,8.589
4.1,74.0,101.1,24.1,205.2,371.3,0.095,0.209,8.58
