# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 08:43:36
動作種別,開動作
温度[℃],32.9
湿度[%RH],49.0
気圧[hPa],1013
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,10.4,9.4,24.1,202.8,286.2,0.035,0.151,8.583
0.1,10.7,10.7,24.1,202.7,281.7,0.036,0.151,8.578
0.15,10.2,9.7,24.1,202.7,290.7,0.043,0.166,8.585
0.2,9.1,11.0,24.1,202.7,286.5,0.048,0.139,8.586
0.25,10.2,10.4,24.1,202.8,294.4,0.05,0.164,8.585
0.3,9.7,9.4,24.1,202.8,290.2,0.048,0.145,8.581
0.35,10.2,9.8,24.1,202.8,296.1,0.039,0.176,8.58
0.4,9.1,10.0,24.1,202.7,291.1,0.043,0.154,8.585
0.45,10.0,9.9,24.1,202.8,294.5,0.033,0.17,8.583
0.5,11.5,9.8,24.1,202.7,288.5,0.038,0.141,8.582
0.55,10.3,10.9,24.1,202.7,291.0,0.045,0.154,8.587
0.6,9.6,10.5,24.1,202.7,283.1,0.046,0.145,8.58
0.65,9.5,8.9,24.1,202.7,284.7,0.038,0.158,8.585
0.7,10.5,8.7,24.1,202.7,279.6,0.037,0.164,8.58
0.75,9.7,8.9,24.1,202.7,282.7,0.038,0.162,8.591
0.8,10.1,10.2,24.1,202.7,277.3,0.045,0.165,8.582
0.85,10.5,9.7,24.1,202.7,280.9,0.042,0.151,8.585
0.9,18.9,16.3,24.1,202.6,275.5,0.048,0.156,8.58
0.95,171.4,156.3,24.1,202.6,294.5,0.617,0.531,8.605
1.0,214.4,382.5,24.1,202.4,361.7,0.205,0.164,8.583
1.05,127.5,173.3,24.1,202.4,430.2,0.413,0.363,8.596
1.1,195.3,187.6,24.1,202.3,428.3,0.112,0.216,8.577
1.15,249.9,254.0,24.1,202.2,482.2,0.158,0.2,8.584
1.2,275.1,291.3,24.1,202.0,569.8,0.19,0.345,8.585
1.25,268.4,313.3,24.1,201.9,656.6,0.231,0.358,8.59
1.3,261.5,311.7,24.1,201.8,729.6,0.256,0.374,8.578
1.35,276.3,317.9,24.1,201.6,797.7,0.353,0.441,8.598
1.4,295.2,341.4,24.1,201.5,852.2,0.352,0.434,8.584
1.45,298.7,340.0,24.1,201.4,910.5,0.384,0.508,8.586
