# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 08:25:58
動作種別,閉動作
温度[℃],32.4
湿度[%RH],50.8
気圧[hPa],1013
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,11.0,9.3,24.1,203.9,296.7,0.039,0.166,8.583
0.1,9.7,9.6,24.1,204.0,290.6,0.04,0.156,8.578
0.15,10.5,10.1,24.1,204.0,294.0,0.039,0.161,8.585
0.2,9.9,9.3,24.1,203.9,287.9,0.044,0.158,8.578
0.25,10.5,10.0,24.1,203.9,292.3,0.039,0.159,8.586
0.3,10.7,9.9,24.1,203.9,286.7,0.042,0.159,8.582
0.35,9.6,9.6,24.1,203.9,291.0,0.04,0.152,8.582
0.4,10.8,9.3,24.1,203.9,286.3,0.038,0.164,8.58
0.45,11.2,9.8,24.1,204.0,289.4,0.04,0.157,8.584
0.5,11.2,9.1,24.1,204.0,285.7,0.041,0.165,8.58
0.55,9.8,9.1,24.1,204.0,289.8,0.038,0.149,8.582
0.6,10.7,10.0,24.1,204.0,281.8,0.039,0.174,8.581
0.65,10.0,8.6,24.1,204.0,286.7,0.038,0.148,8.582
0.7,11.0,10.1,24.1,204.0,281.7,0.043,0.171,8.579
0.75,10.8,10.1,24.1,204.0,284.9,0.041,0.149,8.581
0.8,11.8,10.8,24.1,203.9,279.0,0.043,0.161,8.58
0.85,9.6,10.6,24.1,203.9,284.7,0.039,0.155,8.584
0.9,10.1,10.7,24.1,204.0,278.3,0.037,0.157,8.58
0.95,150.4,118.9,24.1,203.9,291.5,1.419,1.927,8.621
1.0,346.6,339.6,24.1,203.8,341.7,0.209,0.309,8.581
1.05,181.4,201.7,24.1,203.5,459.6,0.317,0.588,8.583
1.1,199.5,150.1,24.1,203.6,430.4,0.181,0.334,8.577
1.15,256.4,206.1,24.1,203.5,456.8,0.188,0.256,8.584
1.2,280.2,245.0,24.1,203.4,531.0,0.205,0.336,8.581
1.25,299.8,274.2,24.1,203.2,621.3,0.221,0.309,8.594
1.3,294.1,271.3,24.1,203.1,700.8,0.31,0.523,8.582
1.35,305.2,282.8,24.1,202.9,774.0,0.426,0.843,8.582
1.4,315.3,291.9,24.1,202.7,835.8,0.433,0.615,8.573
1.45,316.0,290.2,24.1,202.6,903.9,0.49,0.714,8.586
1.5,355.6,330.2,24.1,202.4,970.8,0.573,1.169,8.585
1.55,360.4,334.4,24.1,202.2,1041.9,0.618,0.855,8.582
1.6,379.8,343.3,24.1,201.9,1113.9,0.667,0.967,8.586
1.65,356.3,322.3,24.1,202.0,1090.1,0.675,0.989,8.601
1.7,345.1,312.9,24.1,202.2,1007.6,0.766,1.274,8.574
1.75,344.0,317.4,24.1,202.4,914.4,0.637,0.899,8.586
1.8,347.9,314.1,24.1,202.6,837.0,0.706,0.87,8.597
1.85,346.8,314.2,24.1,202.7,784.1,0.653,0.683,8.597
1.9,339.4,315.3,24.1,202.8,749.7,0.527,0.5,8.584
1.95,342.7,310.2,24.1,202.8,747.5,0.61,0.722,8.574
2.0,343.9,309.9,24.1,202.8,764.5,0.574,0.595,8.601
2.05,347.1,313.1,24.1,202.8,797.6,0.59,0.637,8.585
2.1,341.8,311.7,24.1,202.7,830.2,0.659,0.757,8.586
2.15,344.1,314.0,24.1,202.7,853.3,0.698,0.725,8.593
2.2,342.0,316.5,24.1,202.7,862.2,0.729,0.924,8.575
2.25,350.0,307.6,24.1,202.7,860.3,0.635,0.741,8.587
2.3,346.9,312.8,24.1,202.8,842.6,0.574,0.672,8.592
2.35,340.2,314.4,24.1,202.8,822.7,0.53,0.565,8.603
2.4,346.5,311.3,24.1,202.9,806.4,0.469,0.435,8.576
2.45,341.7,313.6,24.1,202.8,805.3,0.639,0.699,8.606
2.5,343.8,307.4,24.1,202.9,804.5,0.594,0.571,8.591
2.55,347.4,312.2,24.1,202.9,807.4,0.508,0.506,8.586
2.6,339.9,314.3,24.1,202.8,813.7,0.528,0.49,8.595
2.65,345.0,308.1,24.1,202.8,823.3,0.605,0.594,8.591
2.7,346.2,306.2,24.1,202.8,829.2,0.534,0.597,8.576
2.75,290.4,260.7,24.1,203.0,763.7,0.733,0.968,8.605
2.8,291.0,263.6,24.1,203.4,637.0,0.658,0.785,8.623
2.85,289.5,268.4,24.1,203.6,498.0,0.376,0.835,8.593
2.9,241.7,195.6,24.1,203.8,405.4,0.335,0.378,8.591
2.95,177.8,139.2,24.1,203.9,369.5,0.243,0.35,8.579
3.0,130.6,94.3,24.1,203.9,369.5,0.194,0.287,8.573
3.05,82.9,67.0,24.1,204.0,375.9,0.507,0.784,8.602
3.1,53.9,62.1,24.1,204.0,354.3,0.163,0.241,8.577
3.15,64.7,72.0,24.1,204.1,341.1,0.133,0.198,8.581
3.2,46.4,51.8,24.1,204.1,329.5,0.081,0.193,8.576
3.25,47.5,25.3,24.1,204.1,337.9,0.218,0.198,8.589
3.3,128.3,75.9,24.1,204.2,346.4,0.202,0.296,8.586
3.35,167.0,129.1,24.1,204.1,376.4,0.067,0.166,8.589
3.4,170.4,144.7,24.1,204.1,402.1,0.068,0.172,8.581
3.45,152.4,130.7,24.1,204.1,419.3,0.075,0.174,8.58
3.5,113.6,110.5,24.1,204.1,418.4,0.078,0.164,8.582
3.55,103.1,80.5,24.1,204.1,410.4,0.087,0.179,8.581
3.6,87.6,71.1,24.1,204.2,397.9,0.08,0.162,8.585
3.65,84.8,67.7,24.1,204.2,392.1,0.079,0.179,8.582
3.7,92.2,57.2,24.1,204.2,382.6,0.076,0.162,8.582
3.75,97.9,62.0,24.1,204.2,383.0,0.075,0.179,8.584
3.8,103.4,64.8,24.1,204.2,378.1,0.088,0.157,8.581
3.85,113.1,69.0,24.1,204.2,380.6,0.073,0.18,8.581
3.9,110.3,76.6,24.1,204.2,377.1,0.075,0.164,8.585
3.95,106.7,84.9,24.1,204.3,379.6,0.076,0.182,8.58
4.0,112.9,86.2,24.1,204.3,379.6,0.065,0.162,8.582
4.05,104.4,90.8,24.1,204.3,382.3,0.081,0.171,8.576
4.1,99.5,83.6,24.1,204.3,378.3,0.088,0.17,8.581
4.15,100.5,76.2,24.1,204.3,377.4,0.071,0.171,8.586
4.2,95.6,74.2,24.1,204.3,369.2,0.063,0.177,8.584
4.25,96.6,74.1,24.1,204.2,371.1,0.097,0.167,8.58
4.3,108.5,68.4,24.1,204.2,366.4,0.079,0.197,8.578
4.35,100.1,71.9,24.1,204.2,368.1,0.087,0.152,8.581
4.4,97.8,71.3,24.1,204.2,364.0,0.083,0.18,8.584
4.45,96.0,68.2,24.1,204.2,365.2,0.089,0.159,8.585
4.5,82.9,71.5,24.1,204.2,361.4,0.097,0.181,8.582
4.55,86.0,67.3,24.1,204.2,361.8,0.099,0.147,8.587
4.6,93.1,66.9,24.1,204.2,360.1,0.091,0.195,8.577
4.65,89.0,71.7,24.1,204.2,365.2,0.077,0.16,8.587
4.7,95.6,69.4,24.1,204.2,363.3,0.083,0.183,8.576
4.75,100.4,69.2,24.1,204.2,369.8,0.072,0.173,8.59
4.8,89.9,72.5,24.1,204.3,369.7,0.127,0.173,8.579
4.85,204.9,258.8,24.1,204.4,359.8,1.387,1.75,8.841
4.9,247.6,232.9,24.1,204.5,325.1,0.214,0.228,8.572
4.95,35.2,38.4,24.1,204.5,309.4,0.28,0.325,8.585
5.0,45.5,23.7,24.1,204.6,299.2,0.097,0.203,8.581
5.05,19.8,10.0,24.1,204.6,297.2,0.048,0.161,8.585
5.1,9.5,10.9,24.1,204.7,292.9,0.048,0.173,8.582
5.15,11.3,9.9,24.1,204.7,295.6,0.045,0.169,8.578
