# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 18:09:14
動作種別,閉動作
温度[℃],38.4
湿度[%RH],36.9
気圧[hPa],1011
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,10.0,9.9,24.1,206.2,291.1,0.051,0.172,8.597
0.1,9.0,11.5,24.1,206.2,289.1,0.047,0.122,8.595
0.15,10.5,9.5,24.1,206.1,294.5,0.05,0.17,8.598
0.2,9.5,9.8,24.1,206.1,290.7,0.043,0.122,8.6
0.25,7.7,10.2,24.1,206.1,295.4,0.05,0.175,8.601
0.3,9.3,10.0,24.1,206.1,289.9,0.048,0.119,8.601
0.35,9.5,10.3,24.1,206.1,293.2,0.051,0.172,8.6
0.4,9.0,10.5,24.1,206.1,286.9,0.048,0.123,8.597
0.45,8.3,10.7,24.1,206.1,290.5,0.051,0.172,8.6
0.5,9.5,11.3,24.1,206.1,282.3,0.044,0.122,8.598
0.55,9.8,9.7,24.1,206.1,287.4,0.047,0.176,8.602
0.6,10.4,10.8,24.1,206.0,280.4,0.048,0.127,8.595
0.65,10.4,10.8,24.1,206.1,284.8,0.049,0.159,8.602
0.7,8.8,10.6,24.1,206.1,278.6,0.053,0.145,8.601
0.75,9.0,10.7,24.1,206.1,282.3,0.053,0.145,8.601
0.8,9.7,9.9,24.1,206.0,276.3,0.048,0.155,8.6
0.85,11.5,10.3,24.1,206.0,281.7,0.048,0.141,8.602
0.9,8.9,10.9,24.1,206.0,276.3,0.048,0.146,8.596
0.95,151.8,120.0,24.1,206.0,291.9,2.617,3.793,8.767
1.0,274.3,327.9,24.1,205.7,341.1,0.218,0.269,8.604
1.05,246.6,167.7,24.1,205.4,447.8,0.336,0.591,8.59
1.1,188.5,160.3,24.1,205.4,429.5,0.225,0.32,8.6
1.15,250.0,215.9,24.1,205.4,465.3,0.202,0.303,8.601
1.2,280.8,250.6,24.1,205.2,543.0,0.178,0.338,8.594
1.25,304.2,271.2,24.1,205.1,633.6,0.212,0.296,8.6
1.3,300.1,266.4,24.1,204.9,708.6,0.318,0.496,8.597
1.35,305.3,274.2,24.1,204.6,778.4,0.426,0.817,8.606
1.4,318.1,286.3,24.1,204.5,829.2,0.475,0.652,8.588
1.45,317.6,280.0,24.1,204.3,890.0,0.548,0.69,8.6
1.5,350.6,320.6,24.1,204.2,953.8,0.564,1.081,8.607
1.55,360.5,330.1,24.1,204.0,1014.5,0.627,0.91,8.6
1.6,373.7,334.1,24.1,203.8,1069.3,0.616,0.986,8.618
1.65,346.3,320.9,24.1,203.9,1023.0,0.707,1.047,8.607
1.7,344.6,306.5,24.1,204.1,928.6,0.795,1.179,8.6
