# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 14:02:08
動作種別,閉動作
温度[℃],39.9
湿度[%RH],31.2
気圧[hPa],1011
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,9.5,9.6,24.1,204.7,275.4,0.046,0.141,8.604
0.1,10.1,10.5,24.1,204.6,268.7,0.049,0.149,8.601
0.15,9.0,9.8,24.1,204.7,274.5,0.048,0.142,8.607
0.2,10.2,10.1,24.1,204.7,269.9,0.052,0.142,8.605
0.25,9.3,9.8,24.1,204.7,277.5,0.051,0.145,8.605
0.3,10.0,10.2,24.1,204.7,273.1,0.048,0.141,8.598
0.35,9.0,9.0,24.1,204.8,280.2,0.049,0.143,8.604
0.4,9.3,10.4,24.1,204.7,278.5,0.053,0.14,8.603
0.45,9.3,10.8,24.1,204.8,284.7,0.05,0.143,8.61
0.5,9.0,10.5,24.1,204.8,281.7,0.049,0.146,8.605
0.55,8.7,9.6,24.1,204.8,289.4,0.048,0.141,8.605
0.6,10.4,10.0,24.1,204.9,286.6,0.051,0.143,8.601
0.65,9.1,11.1,24.1,204.8,294.7,0.052,0.139,8.607
0.7,9.8,9.0,24.1,204.8,290.7,0.05,0.142,8.6
0.75,9.3,10.3,24.1,204.8,296.2,0.049,0.14,8.607
0.8,8.9,10.1,24.1,204.8,292.9,0.05,0.14,8.601
0.85,9.1,9.9,24.1,204.8,297.7,0.046,0.151,8.604
0.9,9.5,10.1,24.1,204.8,293.7,0.053,0.135,8.602
0.95,141.4,108.0,24.1,204.7,305.8,2.604,3.013,8.719
1.0,345.5,301.5,24.1,204.6,363.8,0.183,0.303,8.601
1.05,217.2,212.2,24.1,204.2,490.2,0.41,0.633,8.61
1.1,178.3,148.7,24.1,204.3,449.2,0.139,0.247,8.598
1.15,237.2,208.7,24.1,204.2,468.5,0.216,0.269,8.608
1.2,269.0,243.3,24.1,204.2,535.0,0.19,0.366,8.595
1.25,290.0,269.5,24.1,204.0,614.2,0.211,0.294,8.603
1.3,291.5,262.2,24.1,203.8,683.5,0.32,0.431,8.598
1.35,302.9,276.8,24.1,203.6,751.2,0.389,0.674,8.616
1.4,312.9,283.0,24.1,203.4,802.2,0.389,0.683,8.599
1.45,315.2,283.1,24.1,203.2,867.2,0.534,0.673,8.607
1.5,348.5,314.2,24.1,203.1,930.1,0.56,0.932,8.624
1.55,357.4,326.8,24.1,202.9,988.6,0.598,1.016,8.611
1.6,374.7,332.9,24.1,202.7,1056.0,0.701,1.093,8.607
1.65,346.2,319.0,24.1,202.8,1019.9,0.655,1.074,8.602
1.7,343.8,309.4,24.1,203.2,934.1,0.71,1.089,8.613
1.75,336.2,309.7,24.1,203.4,837.8,0.618,0.862,8.607
1.8,344.4,308.8,24.1,203.5,758.6,0.675,0.709,8.616
1.85,342.8,309.2,24.1,203.6,707.6,0.572,0.636,8.626
1.9,337.3,308.0,24.1,203.7,676.0,0.637,0.722,8.613
1.95,340.2,306.6,24.1,203.8,672.4,0.573,0.45,8.599
2.0,334.9,303.2,24.1,203.8,697.9,0.551,0.583,8.603
2.05,333.2,307.0,24.1,203.7,731.4,0.613,0.624,8.617
2.1,340.8,303.0,24.1,203.6,767.1,0.544,0.73,8.61
2.15,339.1,304.7,24.1,203.6,795.2,0.663,0.737,8.605
2.2,337.2,307.8,24.1,203.6,804.7,0.687,0.772,8.607
2.25,343.4,308.2,24.1,203.6,803.1,0.628,0.677,8.625
2.3,329.0,300.3,24.1,203.7,778.1,0.579,0.508,8.591
2.35,339.5,307.3,24.1,203.8,754.8,0.437,0.531,8.609
2.4,340.5,303.5,24.1,203.8,745.0,0.526,0.516,8.603
2.45,336.3,309.2,24.1,203.8,738.1,0.499,0.511,8.61
2.5,339.9,308.7,24.1,203.8,739.2,0.509,0.509,8.613
2.55,338.3,299.3,24.1,203.7,747.0,0.445,0.478,8.598
2.6,334.4,306.1,24.1,203.7,753.5,0.601,0.534,8.607
2.65,340.5,302.2,24.1,203.6,764.8,0.521,0.53,8.621
2.7,333.1,302.1,24.1,203.6,776.8,0.486,0.452,8.602
2.75,283.8,251.3,24.1,203.7,708.7,0.735,0.903,8.628
2.8,284.4,260.7,24.1,204.1,577.1,0.549,0.619,8.619
2.85,285.0,269.0,24.1,204.3,447.3,0.371,0.867,8.604
2.9,228.6,198.9,24.1,204.6,362.6,0.374,0.421,8.607
2.95,163.2,144.7,24.1,204.7,328.5,0.319,0.303,8.598
3.0,127.8,91.1,24.1,204.6,339.6,0.208,0.251,8.604
3.05,80.6,69.2,24.1,204.6,356.2,0.287,0.466,8.61
3.1,54.0,64.1,24.1,204.7,330.3,0.19,0.28,8.606
3.15,64.5,77.6,24.1,204.7,314.9,0.16,0.199,8.603
3.2,44.6,65.0,24.1,204.8,308.0,0.105,0.182,8.596
3.25,47.8,20.6,24.1,204.7,312.5,0.07,0.151,8.603
3.3,122.6,60.4,24.1,204.7,326.2,0.285,0.277,8.605
3.35,163.4,117.9,24.1,204.7,357.3,0.076,0.133,8.604
3.4,170.1,139.6,24.1,204.6,385.2,0.087,0.173,8.603
3.45,149.3,133.1,24.1,204.6,405.8,0.095,0.156,8.601
3.5,116.6,115.6,24.1,204.6,402.6,0.095,0.167,8.601
3.55,102.5,85.0,24.1,204.6,392.8,0.082,0.155,8.609
3.6,86.4,70.3,24.1,204.6,378.8,0.101,0.152,8.606
3.65,80.8,66.1,24.1,204.6,374.6,0.083,0.155,8.61
3.7,90.8,53.3,24.1,204.7,367.1,0.087,0.161,8.603
3.75,94.9,55.3,24.1,204.6,368.2,0.087,0.162,8.599
3.8,99.3,63.1,24.1,204.7,366.9,0.078,0.139,8.603
3.85,110.9,65.7,24.1,204.6,370.7,0.078,0.168,8.61
3.9,108.9,73.7,24.1,204.7,372.9,0.076,0.138,8.604
3.95,108.4,83.7,24.1,204.6,377.3,0.082,0.173,8.604
4.0,109.3,82.6,24.1,204.7,378.4,0.073,0.149,8.601
4.05,100.1,87.0,24.1,204.6,380.5,0.079,0.163,8.601
4.1,97.3,84.4,24.1,204.7,381.5,0.079,0.15,8.606
4.15,98.0,74.3,24.1,204.7,385.3,0.076,0.154,8.602
4.2,94.9,72.6,24.1,204.7,381.0,0.085,0.156,8.606
4.25,99.9,71.3,24.1,204.6,382.8,0.09,0.165,8.601
4.3,103.5,67.4,24.1,204.7,379.0,0.096,0.165,8.599
4.35,93.0,67.8,24.1,204.6,382.3,0.096,0.166,8.604
4.4,89.8,67.7,24.1,204.8,377.4,0.085,0.153,8.602
4.45,91.3,64.2,24.1,204.8,378.3,0.085,0.159,8.607
4.5,80.6,68.7,24.1,204.8,374.1,0.083,0.162,8.603
