# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 09:53:49
動作種別,閉動作
温度[℃],33.2
湿度[%RH],46.8
気圧[hPa],1014
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,10.7,10.1,24.1,204.3,287.6,0.037,0.158,8.586
0.1,10.7,10.5,24.1,204.3,283.1,0.04,0.154,8.58
0.15,10.2,10.2,24.1,204.3,289.3,0.037,0.152,8.588
0.2,9.9,10.2,24.1,204.3,285.5,0.04,0.16,8.585
0.25,10.2,9.9,24.1,204.3,290.6,0.042,0.147,8.589
0.3,9.9,10.4,24.1,204.3,286.2,0.045,0.163,8.586
0.35,9.8,9.1,24.1,204.3,293.0,0.037,0.151,8.584
0.4,10.2,9.6,24.1,204.3,289.3,0.04,0.164,8.587
0.45,11.0,10.8,24.1,204.2,293.1,0.036,0.15,8.588
0.5,10.9,9.2,24.1,204.3,289.5,0.041,0.158,8.584
0.55,10.3,9.4,24.1,204.3,293.1,0.038,0.15,8.587
0.6,10.9,10.1,24.1,204.2,288.8,0.042,0.157,8.586
0.65,10.2,9.9,24.1,204.2,293.8,0.044,0.154,8.587
0.7,9.6,9.5,24.1,204.3,288.9,0.043,0.158,8.581
0.75,11.3,9.8,24.1,204.3,293.8,0.042,0.157,8.592
0.8,116.0,88.7,24.1,204.3,291.3,1.447,1.975,8.618
0.85,285.2,265.5,24.1,204.1,334.2,0.21,0.535,8.587
0.9,241.5,240.1,24.1,204.0,436.1,0.291,0.502,8.588
0.95,155.2,125.7,24.1,204.0,435.0,0.133,0.231,8.583
1.0,240.9,205.3,24.1,204.0,446.3,0.154,0.248,8.59
1.05,284.6,254.6,24.1,203.8,521.5,0.19,0.366,8.586
1.1,308.3,281.2,24.1,203.7,612.1,0.195,0.311,8.586
1.15,299.4,271.1,24.1,203.4,693.8,0.312,0.381,8.589
