# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 07:01:16
動作種別,閉動作
温度[℃],35.0
湿度[%RH],44.2
気圧[hPa],1014
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,10.6,10.7,24.1,204.9,284.6,0.041,0.167,8.588
0.1,9.3,10.4,24.1,204.9,279.8,0.04,0.137,8.588
0.15,9.3,10.6,24.1,204.9,284.4,0.048,0.179,8.591
0.2,10.7,10.1,24.1,204.9,279.8,0.041,0.121,8.589
0.25,9.5,9.9,24.1,204.8,285.6,0.05,0.188,8.595
0.3,10.2,11.5,24.1,204.8,281.1,0.038,0.127,8.588
0.35,9.9,9.6,24.1,204.8,287.4,0.046,0.179,8.59
0.4,11.0,10.0,24.1,204.9,285.2,0.04,0.146,8.587
0.45,9.4,9.2,24.1,204.9,289.0,0.041,0.163,8.593
0.5,10.2,10.4,24.1,204.9,286.2,0.049,0.186,8.589
0.55,9.6,10.4,24.1,205.0,291.9,0.036,0.126,8.595
0.6,9.4,10.4,24.1,205.0,288.5,0.048,0.196,8.583
0.65,10.1,10.7,24.1,205.0,293.9,0.039,0.116,8.594
0.7,10.3,9.8,24.1,205.1,290.4,0.046,0.197,8.582
0.75,9.9,10.9,24.1,205.1,296.4,0.043,0.111,8.592
0.8,115.5,86.4,24.1,205.1,296.4,2.184,2.886,8.666
0.85,258.0,263.6,24.1,205.0,342.2,0.247,0.461,8.596
0.9,205.0,243.4,24.1,204.8,432.5,0.399,0.545,8.583
0.95,171.1,142.5,24.1,204.7,428.2,0.172,0.327,8.597
1.0,261.5,207.3,24.1,204.7,453.6,0.202,0.31,8.589
1.05,300.4,245.8,24.1,204.6,535.6,0.177,0.38,8.597
1.1,313.5,268.9,24.1,204.4,623.4,0.198,0.35,8.585
1.15,301.1,268.1,24.1,204.2,699.6,0.319,0.386,8.588
1.2,305.3,278.0,24.1,204.0,757.1,0.377,0.725,8.588
1.25,304.1,279.4,24.1,203.9,806.0,0.406,0.649,8.597
1.3,312.7,291.2,24.1,203.7,864.4,0.525,0.812,8.589
1.35,343.6,308.6,24.1,203.6,915.1,0.48,0.805,8.591
1.4,349.5,319.1,24.1,203.4,982.1,0.634,0.959,8.587
1.45,378.6,352.8,24.1,203.1,1054.5,0.684,1.129,8.614
1.5,359.5,322.7,24.1,203.1,1042.3,0.68,1.035,8.593
1.55,342.6,316.8,24.1,203.3,965.7,0.758,1.144,8.612
1.6,347.9,313.6,24.1,203.5,871.7,0.651,1.105,8.586
1.65,342.7,313.6,24.1,203.6,792.3,0.646,0.832,8.6
1.7,345.8,316.8,24.1,203.6,732.3,0.54,0.54,8.597
1.75,347.9,308.4,24.1,203.7,697.3,0.715,0.615,8.612
1.8,338.5,314.7,24.1,203.7,686.8,0.607,0.635,8.597
1.85,345.1,307.7,24.1,203.7,702.7,0.729,0.723,8.592
1.9,343.8,309.4,24.1,203.6,731.5,0.618,0.685,8.595
1.95,342.7,311.4,24.1,203.5,767.0,0.613,0.685,8.599
2.0,350.1,309.2,24.1,203.4,795.2,0.666,0.731,8.6
2.05,343.5,307.8,24.1,203.4,809.8,0.609,0.7,8.599
2.1,335.7,309.4,24.1,203.4,808.5,0.654,0.77,8.598
2.15,340.7,309.8,24.1,203.5,790.7,0.514,0.497,8.599
2.2,344.9,317.1,24.1,203.5,775.7,0.637,0.724,8.592
2.25,340.1,310.3,24.1,203.6,760.3,0.635,0.578,8.601
2.3,346.8,309.2,24.1,203.6,750.5,0.531,0.503,8.588
