# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 23:08:23
動作種別,閉動作
温度[℃],34.7
湿度[%RH],44.1
気圧[hPa],1014
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,9.6,9.2,24.1,204.7,281.8,0.044,0.153,8.59
0.1,10.4,10.1,24.1,204.7,277.5,0.047,0.16,8.588
0.15,9.8,9.3,24.1,204.7,282.6,0.046,0.151,8.594
0.2,9.6,10.4,24.1,204.8,280.5,0.052,0.152,8.588
0.25,9.9,10.1,24.1,204.8,288.4,0.05,0.159,8.595
0.3,10.3,10.3,24.1,204.8,286.9,0.052,0.149,8.591
0.35,9.5,10.1,24.1,204.8,294.0,0.05,0.161,8.595
0.4,9.4,9.2,24.1,204.9,288.9,0.048,0.153,8.589
0.45,9.6,10.2,24.1,204.8,291.2,0.043,0.161,8.594
0.5,9.7,10.4,24.1,204.8,285.5,0.046,0.146,8.589
0.55,10.8,10.3,24.1,204.8,286.1,0.043,0.164,8.593
0.6,9.2,10.4,24.1,204.7,279.3,0.045,0.149,8.586
0.65,9.6,9.9,24.1,204.7,283.8,0.045,0.155,8.593
0.7,10.1,10.1,24.1,204.7,279.0,0.049,0.155,8.592
0.75,9.7,9.7,24.1,204.7,285.5,0.048,0.154,8.597
0.8,9.5,9.7,24.1,204.8,283.9,0.058,0.16,8.587
0.85,10.0,10.5,24.1,204.8,291.4,0.044,0.148,8.595
0.9,9.5,10.5,24.1,204.9,287.6,0.047,0.166,8.591
0.95,152.0,120.2,24.1,204.9,302.0,1.384,2.007,8.627
1.0,335.9,341.9,24.1,204.7,369.1,0.221,0.359,8.584
1.05,168.3,213.3,24.1,204.5,470.2,0.35,0.589,8.595
1.1,200.2,147.8,24.1,204.5,445.5,0.235,0.232,8.587
1.15,252.5,202.8,24.1,204.4,477.8,0.166,0.253,8.595
1.2,286.6,240.0,24.1,204.2,546.8,0.16,0.369,8.586
1.25,298.8,269.2,24.1,204.0,633.5,0.211,0.279,8.594
1.3,297.0,271.5,24.1,203.8,700.8,0.328,0.496,8.583
1.35,304.9,279.1,24.1,203.8,767.3,0.434,0.818,8.594
1.4,314.6,286.2,24.1,203.5,817.6,0.451,0.583,8.607
1.45,314.8,286.0,24.1,203.4,880.5,0.492,0.68,8.593
1.5,351.7,327.0,24.1,203.3,954.3,0.618,1.049,8.581
1.55,362.0,332.8,24.1,203.2,1022.4,0.716,1.035,8.602
1.6,377.6,340.3,24.1,202.8,1081.0,0.674,0.995,8.616
1.65,345.2,324.4,24.1,203.0,1043.4,0.64,1.135,8.595
1.7,346.4,312.5,24.1,203.1,948.8,0.787,1.232,8.608
1.75,343.6,316.7,24.1,203.3,856.3,0.669,0.928,8.607
1.8,346.1,311.9,24.1,203.4,776.1,0.699,0.858,8.579
1.85,351.8,313.6,24.1,203.6,730.9,0.481,0.503,8.622
1.9,340.1,312.2,24.1,203.6,699.0,0.571,0.63,8.597
1.95,343.6,309.7,24.1,203.7,701.0,0.672,0.792,8.602
2.0,343.1,312.7,24.1,203.6,718.4,0.642,0.736,8.598
2.05,338.3,310.5,24.1,203.7,755.0,0.631,0.761,8.583
2.1,344.7,305.8,24.1,203.5,788.2,0.506,0.637,8.6
2.15,342.8,314.7,24.1,203.5,823.9,0.664,0.777,8.603
2.2,340.6,308.6,24.1,203.5,831.9,0.646,0.871,8.587
2.25,339.4,313.3,24.1,203.6,829.8,0.634,0.649,8.591
2.3,342.7,313.6,24.1,203.5,809.8,0.586,0.629,8.589
2.35,342.1,303.1,24.1,203.6,785.4,0.452,0.562,8.601
2.4,345.0,314.5,24.1,203.5,766.5,0.545,0.516,8.583
2.45,335.0,314.6,24.1,203.7,758.7,0.632,0.617,8.606
2.5,339.9,305.1,24.1,203.6,750.9,0.655,0.613,8.599
2.55,341.9,308.0,24.1,203.8,760.6,0.459,0.527,8.596
2.6,338.7,309.4,24.1,203.8,769.8,0.624,0.626,8.603
2.65,346.4,306.0,24.1,203.8,789.1,0.506,0.634,8.602
2.7,340.8,301.9,24.1,203.7,788.5,0.508,0.618,8.591
2.75,288.0,258.4,24.1,203.9,703.8,0.719,0.995,8.617
2.8,290.9,263.6,24.1,204.1,567.2,0.386,0.507,8.582
2.85,291.9,270.4,24.1,204.4,444.8,0.344,0.837,8.597
2.9,234.3,184.9,24.1,204.5,352.5,0.308,0.376,8.585
2.95,170.2,132.9,24.1,204.7,336.8,0.255,0.299,8.599
3.0,129.2,92.1,24.1,204.5,343.0,0.198,0.278,8.587
3.05,80.4,61.8,24.1,204.7,348.9,0.554,0.773,8.607
3.1,55.3,63.7,24.1,204.7,328.1,0.172,0.25,8.593
3.15,70.5,76.8,24.1,204.8,320.9,0.121,0.203,8.582
3.2,42.5,54.6,24.1,204.7,310.9,0.107,0.188,8.589
3.25,51.5,23.2,24.1,204.7,317.9,0.145,0.257,8.595
3.3,130.0,72.9,24.1,204.5,328.2,0.292,0.305,8.597
3.35,166.2,129.2,24.1,204.4,360.8,0.084,0.168,8.594
3.4,170.6,142.2,24.1,204.2,383.9,0.077,0.162,8.587
3.45,149.7,130.8,24.1,204.3,399.5,0.087,0.175,8.591
3.5,109.9,111.7,24.1,204.1,392.6,0.092,0.16,8.588
3.55,100.9,80.9,24.1,204.3,387.6,0.089,0.178,8.591
3.6,84.8,71.6,24.1,204.3,375.8,0.09,0.148,8.592
3.65,82.7,65.0,24.1,204.4,377.5,0.071,0.183,8.593
3.7,90.6,55.8,24.1,204.3,370.1,0.076,0.152,8.589
3.75,92.9,61.2,24.1,204.4,374.4,0.073,0.185,8.597
3.8,99.2,65.8,24.1,204.2,369.5,0.067,0.156,8.591
3.85,111.2,67.8,24.1,204.2,372.8,0.079,0.18,8.593
3.9,108.4,79.8,24.1,204.1,368.6,0.073,0.151,8.593
3.95,101.7,84.4,24.1,204.2,374.3,0.072,0.175,8.59
4.0,105.3,85.3,24.1,204.2,372.2,0.085,0.159,8.592
4.05,97.1,89.8,24.1,204.4,377.8,0.074,0.17,8.599
4.1,94.9,81.4,24.1,204.4,376.5,0.084,0.17,8.59
4.15,103.3,74.2,24.1,204.5,381.2,0.096,0.163,8.592
