# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-29 08:38:35
動作種別,開動作
温度[℃],32.8
湿度[%RH],49.4
気圧[hPa],1013
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,8.8,9.3,24.1,204.4,283.0,0.053,0.185,8.587
0.1,10.1,10.1,24.1,204.4,281.5,0.038,0.139,8.586
0.15,10.0,9.3,24.1,204.6,289.0,0.041,0.185,8.582
0.2,9.6,9.5,24.1,204.7,288.5,0.038,0.139,8.575
0.25,8.7,9.8,24.1,204.8,295.2,0.041,0.174,8.584
0.3,9.5,10.5,24.1,204.8,292.3,0.045,0.14,8.586
0.35,10.3,9.7,24.1,204.8,297.4,0.047,0.172,8.583
0.4,9.8,9.1,24.1,204.8,291.6,0.047,0.162,8.584
0.45,10.2,10.2,24.1,204.8,294.9,0.041,0.161,8.58
0.5,9.7,10.1,24.1,204.8,286.5,0.043,0.175,8.582
0.55,10.0,9.8,24.1,204.8,288.9,0.037,0.152,8.586
0.6,9.9,9.0,24.1,204.8,282.5,0.04,0.163,8.583
0.65,10.1,10.0,24.1,204.8,283.4,0.04,0.141,8.588
0.7,9.6,10.5,24.1,204.8,277.2,0.045,0.164,8.579
0.75,10.0,10.1,24.1,204.7,280.7,0.039,0.144,8.584
0.8,9.9,10.7,24.1,204.8,278.1,0.042,0.175,8.582
0.85,9.6,9.6,24.1,204.8,284.5,0.041,0.15,8.589
0.9,10.1,9.9,24.1,204.7,283.3,0.051,0.177,8.586
0.95,154.8,148.2,24.1,204.7,300.7,0.112,0.213,8.591
1.0,253.2,383.4,24.1,204.6,360.8,0.223,0.176,8.578
1.05,127.3,197.7,24.1,204.4,438.2,0.366,0.371,8.593
1.1,183.7,181.6,24.1,204.4,428.1,0.113,0.21,8.582
1.15,239.3,251.8,24.1,204.3,475.2,0.165,0.222,8.591
1.2,274.0,287.2,24.1,204.0,560.8,0.191,0.339,8.582
1.25,274.5,311.9,24.1,203.8,655.2,0.232,0.336,8.582
1.3,265.4,309.3,24.1,203.7,734.0,0.28,0.403,8.576
1.35,280.7,319.6,24.1,203.5,807.4,0.356,0.443,8.591
1.4,292.0,337.4,24.1,203.4,866.1,0.335,0.392,8.578
1.45,295.1,343.1,24.1,203.2,925.4,0.355,0.538,8.597
1.5,330.5,369.1,24.1,203.0,997.6,0.395,0.618,8.584
1.55,358.1,389.9,24.1,202.9,1062.5,0.354,0.718,8.587
1.6,358.6,392.2,24.1,202.7,1116.0,0.526,0.627,8.596
1.65,347.2,373.8,24.1,202.9,1070.7,0.617,0.859,8.61
1.7,351.0,354.3,24.1,203.0,978.9,0.761,0.952,8.651
1.75,348.2,362.5,24.1,203.2,889.9,0.74,0.835,8.627
1.8,359.6,352.1,24.1,203.3,808.9,0.726,1.046,8.612
1.85,352.7,348.8,24.1,203.5,759.1,0.938,1.067,8.651
1.9,353.0,352.2,24.1,203.5,729.1,0.755,0.868,8.604
1.95,347.2,348.2,24.1,203.5,735.5,0.688,0.674,8.614
2.0,341.7,355.7,24.1,203.5,761.4,0.64,0.84,8.594
2.05,347.5,357.6,24.1,203.5,801.2,0.572,0.762,8.605
2.1,347.3,350.9,24.1,203.4,838.4,0.57,0.73,8.615
2.15,340.6,361.8,24.1,203.4,865.6,0.572,0.735,8.599
2.2,347.1,353.6,24.1,203.3,866.9,0.564,0.703,8.601
2.25,349.7,359.4,24.1,203.4,867.6,0.697,0.797,8.637
2.3,340.0,352.9,24.1,203.4,843.9,0.654,0.737,8.625
2.35,355.0,357.6,24.1,203.5,830.8,0.682,0.898,8.616
2.4,345.2,351.9,24.1,203.5,813.1,0.678,0.815,8.632
2.45,344.9,356.2,24.1,203.5,810.3,0.698,0.848,8.655
2.5,349.4,351.8,24.1,203.5,810.2,0.666,0.703,8.604
2.55,342.5,355.5,24.1,203.4,819.6,0.613,0.764,8.638
2.6,346.4,357.5,24.1,203.4,818.3,0.604,0.788,8.583
2.65,351.6,355.1,24.1,203.5,824.1,0.546,0.794,8.633
2.7,343.3,355.5,24.1,203.3,814.9,0.711,0.811,8.632
2.75,352.7,355.9,24.1,203.4,818.9,0.642,0.943,8.595
2.8,346.8,356.7,24.1,203.3,809.2,0.634,0.837,8.629
2.85,343.9,359.4,24.1,203.5,815.1,0.604,0.856,8.585
2.9,305.7,296.4,24.1,203.4,749.5,0.737,0.956,8.639
2.95,317.5,286.0,24.1,203.8,622.3,0.724,1.025,8.593
3.0,307.1,275.4,24.1,204.0,489.3,0.439,0.659,8.587
3.05,222.8,230.2,24.1,204.2,389.0,0.387,0.578,8.585
3.1,172.5,171.5,24.1,204.2,365.6,0.275,0.405,8.587
3.15,123.1,123.2,24.1,204.2,374.5,0.243,0.397,8.582
3.2,79.6,85.8,24.1,204.2,354.0,0.25,0.39,8.582
3.25,90.0,31.9,24.1,204.2,330.7,0.161,0.255,8.587
3.3,68.2,50.4,24.1,204.2,311.1,0.114,0.214,8.577
3.35,49.2,40.6,24.1,204.3,310.4,0.093,0.188,8.589
3.4,33.0,39.2,24.1,204.2,310.2,0.173,0.266,8.584
3.45,78.7,93.1,24.1,204.2,328.7,0.12,0.25,8.587
3.5,117.8,157.4,24.1,204.1,348.1,0.093,0.171,8.584
3.55,130.4,172.1,24.1,204.2,379.8,0.09,0.188,8.584
3.6,109.1,157.7,24.1,204.0,396.3,0.086,0.192,8.581
3.65,90.0,129.1,24.1,204.2,404.3,0.091,0.21,8.585
3.7,68.2,106.2,24.1,204.1,396.7,0.11,0.23,8.587
3.75,58.8,97.4,24.1,204.2,398.8,0.091,0.226,8.581
3.8,57.4,87.6,24.1,204.1,386.9,0.116,0.215,8.579
3.85,51.4,87.3,24.1,204.2,389.3,0.111,0.198,8.582
3.9,53.9,86.5,24.1,204.2,381.9,0.087,0.198,8.585
3.95,59.3,87.1,24.1,204.3,386.8,0.092,0.19,8.588
4.0,59.1,95.7,24.1,204.1,378.7,0.111,0.179,8.575
4.05,64.9,101.7,24.1,204.1,384.1,0.088,0.199,8.587
4.1,69.1,103.8,24.1,204.0,379.7,0.094,0.187,8.585
4.15,65.2,106.3,24.1,204.2,384.1,0.104,0.191,8.585
4.2,64.5,102.4,24.1,204.1,375.7,0.108,0.198,8.578
4.25,65.6,94.5,24.1,204.2,376.2,0.088,0.191,8.591
4.3,96.9,95.6,24.1,204.1,367.6,0.094,0.185,8.585
4.35,336.9,260.0,24.1,204.3,346.3,3.361,6.341,9.624
4.4,146.1,212.9,24.1,204.2,314.0,0.36,0.878,8.596
4.45,34.7,43.8,24.1,204.4,307.4,0.167,0.324,8.579
4.5,12.9,11.1,24.1,204.4,297.0,0.06,0.172,8.583
4.55,10.3,11.0,24.1,204.5,301.2,0.064,0.191,8.583
4.6,9.9,10.5,24.1,204.4,293.9,0.054,0.15,8.587
4.65,10.2,9.9,24.1,204.6,300.3,0.051,0.171,8.583
4.7,8.8,9.9,24.1,204.5,295.1,0.051,0.153,8.583
4.75,10.2,10.4,24.1,204.6,299.4,0.037,0.171,8.584
4.8,9.5,9.6,24.1,204.5,293.0,0.048,0.153,8.585
4.85,9.8,10.7,24.1,204.6,297.6,0.039,0.165,8.587
4.9,10.6,10.0,24.1,204.6,290.0,0.046,0.152,8.585
4.95,9.8,10.0,24.1,204.5,290.9,0.042,0.148,8.585
5.0,9.8,10.1,24.1,204.4,283.4,0.04,0.172,8.578
5.05,9.8,9.7,24.1,204.5,287.6,0.039,0.149,8.589
5.1,10.6,9.6,24.1,204.4,280.3,0.04,0.157,8.58
5.15,10.0,10.7,24.1,204.4,283.4,0.039,0.163,8.587
5.2,9.0,9.7,24.1,204.2,277.0,0.041,0.162,8.583
5.25,10.6,10.3,24.1,204.4,281.3,0.038,0.145,8.582
5.3,10.2,10.1,24.1,204.3,276.7,0.043,0.176,8.585
5.35,11.4,10.4,24.1,204.4,285.5,0.037,0.14,8.585
5.4,9.6,10.3,24.1,204.3,280.6,0.041,0.167,8.58
5.45,9.0,9.7,24.1,204.4,288.0,0.041,0.149,8.586
5.5,9.5,11.1,24.1,204.4,287.3,0.045,0.162,8.582
5.55,10.6,10.0,24.1,204.5,292.7,0.041,0.153,8.585
5.6,10.6,10.6,24.1,204.4,291.2,0.044,0.17,8.581
5.65,10.0,10.1,24.1,204.6,294.7,0.041,0.152,8.588
5.7,11.0,9.4,24.1,204.5,291.0,0.041,0.157,8.58
5.75,10.7,8.9,24.1,204.6,296.3,0.042,0.171,8.587
5.8,9.7,10.4,24.1,204.5,290.2,0.038,0.144,8.582
5.85,10.7,9.9,24.1,204.7,293.5,0.044,0.173,8.587
5.9,10.5,9.8,24.1,204.6,287.1,0.036,0.144,8.582
5.95,10.4,10.7,24.1,204.7,288.8,0.041,0.168,8.585
6.0,10.6,9.8,24.1,204.6,280.7,0.042,0.144,8.586
6.05,10.6,10.0,24.1,204.7,285.0,0.043,0.17,8.584
6.1,10.1,10.0,24.1,204.6,279.5,0.039,0.14,8.582
6.15,10.6,9.8,24.1,204.8,283.5,0.039,0.173,8.585
6.2,10.3,9.8,24.1,204.7,279.2,0.043,0.149,8.584
6.25,11.1,9.9,24.1,204.9,283.0,0.037,0.165,8.583
6.3,10.2,9.9,24.1,204.8,279.2,0.04,0.151,8.582
6.35,10.1,9.1,24.1,204.8,283.1,0.042,0.163,8.587
6.4,9.7,10.0,24.1,204.8,283.4,0.04,0.145,8.582
6.45,10.1,9.5,24.1,204.9,289.3,0.043,0.166,8.589
6.5,10.2,9.8,24.1,204.9,288.2,0.042,0.154,8.582
6.55,10.0,10.0,24.1,205.1,294.6,0.041,0.154,8.584
6.6,9.2,9.0,24.1,205.0,292.2,0.038,0.163,8.577
6.65,11.6,10.4,24.1,205.0,295.9,0.041,0.151,8.585
6.7,10.1,9.5,24.1,204.9,290.5,0.04,0.155,8.581
6.75,9.3,9.7,24.1,205.1,293.5,0.04,0.151,8.583
6.8,10.1,10.7,24.1,205.0,286.9,0.04,0.159,8.583
6.85,10.2,10.1,24.1,205.1,288.1,0.038,0.15,8.584
6.9,10.9,10.9,24.1,204.9,280.7,0.04,0.163,8.585
6.95,9.9,10.1,24.1,205.0,285.5,0.044,0.155,8.583
7.0,10.4,9.8,24.1,204.8,280.5,0.043,0.162,8.585
7.05,10.4,10.3,24.1,205.0,282.2,0.045,0.16,8.581
7.1,9.5,10.7,24.1,204.9,279.5,0.037,0.152,8.585
7.15,9.7,9.3,24.1,205.0,283.6,0.039,0.156,8.583
7.2,10.0,10.1,24.1,204.9,283.0,0.126,0.152,8.586
7.25,10.4,9.8,24.1,205.0,288.5,0.094,0.158,8.586
7.3,10.3,10.7,24.1,204.9,287.9,0.052,0.157,8.581
7.35,9.8,10.1,24.1,205.0,293.5,0.047,0.166,8.582
7.4,9.9,9.7,24.1,204.9,293.6,0.057,0.152,8.587
7.45,10.2,10.2,24.1,205.1,298.1,0.04,0.161,8.586
7.5,10.0,9.8,24.1,205.0,296.3,0.041,0.163,8.586
7.55,11.1,10.2,24.1,205.1,299.8,0.041,0.15,8.583
7.6,11.3,9.8,24.1,205.0,304.7,0.043,0.161,8.582
7.65,10.7,9.7,24.1,205.2,306.7,0.039,0.149,8.584
7.7,10.3,10.0,24.1,205.1,298.6,0.042,0.165,8.583
