# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 19:41:09
動作種別,開動作
温度[℃],37.8
湿度[%RH],38.3
気圧[hPa],1011
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,9.2,10.9,24.1,207.8,285.6,0.046,0.135,8.596
0.1,9.6,10.8,24.1,207.8,280.2,0.051,0.172,8.597
0.15,9.5,10.5,24.1,207.8,284.9,0.048,0.127,8.597
0.2,9.2,10.7,24.1,207.9,280.2,0.058,0.175,8.601
0.25,10.1,10.2,24.1,207.9,284.0,0.047,0.12,8.6
0.3,9.2,10.7,24.1,207.8,281.2,0.053,0.179,8.597
0.35,9.6,11.1,24.1,207.8,285.1,0.043,0.112,8.597
0.4,8.9,10.2,24.1,207.9,281.5,0.059,0.177,8.597
0.45,9.3,10.3,24.1,207.8,285.6,0.048,0.122,8.598
0.5,8.6,11.0,24.1,207.8,280.6,0.056,0.178,8.599
0.55,10.0,10.3,24.1,207.8,285.9,0.043,0.125,8.601
0.6,9.3,9.9,24.1,207.8,282.4,0.051,0.177,8.592
0.65,9.7,9.9,24.1,207.8,286.9,0.045,0.133,8.6
0.7,8.7,10.6,24.1,207.8,282.6,0.052,0.159,8.597
0.75,9.7,10.9,24.1,207.8,288.8,0.045,0.133,8.597
0.8,74.3,67.4,24.1,207.8,285.1,0.455,0.56,8.596
0.85,228.6,239.2,24.1,207.8,315.9,0.148,0.229,8.597
0.9,195.9,315.8,24.1,207.5,408.3,0.235,0.272,8.61
0.95,127.3,130.8,24.1,207.5,414.7,0.18,0.204,8.592
1.0,209.6,219.9,24.1,207.4,419.4,0.136,0.196,8.596
1.05,261.0,286.2,24.1,207.3,492.8,0.146,0.211,8.598
1.1,259.5,308.3,24.1,207.0,588.3,0.166,0.27,8.595
1.15,277.0,316.1,24.1,206.9,677.2,0.238,0.324,8.597
1.2,272.8,318.2,24.1,206.8,740.2,0.283,0.375,8.601
1.25,264.9,314.1,24.1,206.8,798.9,0.293,0.387,8.601
1.3,294.5,338.1,24.1,206.6,856.9,0.462,0.501,8.598
1.35,309.4,348.2,24.1,206.5,910.8,0.363,0.507,8.604
1.4,323.1,358.1,24.1,206.4,982.2,0.431,0.804,8.593
1.45,362.3,403.1,24.1,206.2,1054.2,0.473,0.621,8.612
