# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 17:53:18
動作種別,閉動作
温度[℃],38.5
湿度[%RH],35.9
気圧[hPa],1011
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,9.4,10.0,24.1,207.0,288.3,0.05,0.145,8.598
0.1,8.5,9.8,24.1,207.1,283.8,0.055,0.127,8.603
0.15,8.2,10.3,24.1,207.1,288.1,0.051,0.139,8.603
0.2,8.9,10.8,24.1,207.0,280.7,0.045,0.138,8.598
0.25,9.4,10.3,24.1,206.9,283.4,0.042,0.154,8.598
0.3,8.3,11.0,24.1,206.9,278.3,0.048,0.147,8.597
0.35,8.9,11.3,24.1,206.9,286.1,0.053,0.16,8.6
0.4,8.8,9.8,24.1,207.0,280.7,0.054,0.132,8.602
0.45,10.4,9.7,24.1,206.9,285.3,0.053,0.139,8.599
0.5,8.3,10.6,24.1,206.9,281.3,0.047,0.141,8.598
0.55,10.0,10.3,24.1,206.8,285.0,0.041,0.148,8.598
0.6,9.1,11.9,24.1,206.7,280.1,0.047,0.147,8.599
0.65,9.1,10.6,24.1,206.7,285.2,0.048,0.15,8.599
0.7,9.2,10.8,24.1,206.8,280.5,0.05,0.132,8.604
0.75,9.7,9.5,24.1,206.7,285.7,0.049,0.153,8.601
0.8,9.1,10.2,24.1,206.7,278.6,0.045,0.137,8.598
0.85,9.2,10.4,24.1,206.6,285.4,0.046,0.161,8.599
0.9,33.0,31.0,24.1,206.6,282.2,0.262,0.349,8.608
0.95,203.7,166.4,24.1,206.6,308.9,1.515,2.359,8.632
1.0,272.7,318.8,24.1,206.4,388.0,0.392,0.499,8.593
1.05,139.6,132.9,24.1,206.4,421.5,0.25,0.326,8.605
1.1,233.3,193.9,24.1,206.3,431.2,0.269,0.365,8.595
1.15,286.6,240.4,24.1,206.3,501.5,0.213,0.408,8.604
1.2,304.2,257.9,24.1,206.0,582.1,0.177,0.324,8.597
1.25,304.3,267.1,24.1,205.8,662.8,0.26,0.353,8.6
1.3,298.1,272.9,24.1,205.6,716.9,0.398,0.717,8.595
1.35,294.0,265.3,24.1,205.6,770.2,0.449,0.883,8.602
1.4,313.8,289.2,24.1,205.4,821.8,0.454,0.668,8.6
1.45,324.4,293.3,24.1,205.3,875.6,0.573,0.752,8.587
1.5,343.7,309.2,24.1,205.2,945.4,0.565,0.919,8.604
1.55,374.1,337.8,24.1,205.1,1006.8,0.761,1.289,8.613
1.6,361.2,332.6,24.1,205.0,1040.6,0.719,1.204,8.601
1.65,342.4,314.1,24.1,205.1,978.5,0.695,0.899,8.607
1.7,338.6,307.8,24.1,205.3,874.0,0.843,0.996,8.617
1.75,340.2,309.2,24.1,205.6,781.2,0.686,0.804,8.609
1.8,343.2,315.2,24.1,205.8,713.8,0.515,0.576,8.593
1.85,337.7,310.9,24.1,205.9,677.3,0.575,0.597,8.62
1.9,339.0,303.9,24.1,205.9,659.9,0.649,0.597,8.607
1.95,336.4,307.9,24.1,205.9,673.7,0.586,0.549,8.612
2.0,333.1,305.2,24.1,205.7,698.8,0.533,0.509,8.591
2.05,342.8,303.5,24.1,205.7,735.6,0.569,0.722,8.601
2.1,339.0,307.6,24.1,205.6,766.0,0.558,0.622,8.6
2.15,340.8,304.7,24.1,205.7,796.6,0.69,0.868,8.612
2.2,341.5,305.3,24.1,205.7,801.6,0.662,0.9,8.602
2.25,342.2,309.3,24.1,205.8,804.9,0.596,0.588,8.599
2.3,335.1,295.9,24.1,205.8,771.5,0.552,0.593,8.611
2.35,338.8,307.8,24.1,205.9,749.2,0.547,0.582,8.601
2.4,334.4,303.3,24.1,205.8,737.3,0.528,0.546,8.608
2.45,337.1,305.6,24.1,205.9,740.7,0.531,0.547,8.606
2.5,337.8,305.1,24.1,205.9,741.0,0.555,0.536,8.613
2.55,334.3,302.9,24.1,206.0,753.0,0.529,0.455,8.595
2.6,339.6,303.5,24.1,206.0,760.9,0.52,0.559,8.598
2.65,339.2,304.6,24.1,206.0,768.6,0.566,0.503,8.604
2.7,316.7,279.7,24.1,205.9,745.9,0.508,0.537,8.594
2.75,289.6,257.5,24.1,206.2,638.8,0.85,1.016,8.652
2.8,285.3,263.5,24.1,206.5,498.0,0.4,0.662,8.579
2.85,279.0,248.7,24.1,206.8,398.1,0.392,0.695,8.607
2.9,206.8,165.3,24.1,206.9,325.6,0.292,0.353,8.604
2.95,145.9,111.4,24.1,207.0,334.6,0.218,0.232,8.604
3.0,120.4,90.9,24.1,207.0,345.8,0.226,0.251,8.596
3.05,63.7,61.2,24.1,207.0,342.6,0.447,0.645,8.615
3.1,56.7,72.6,24.1,207.0,319.0,0.146,0.229,8.598
3.15,67.3,78.5,24.1,207.1,316.1,0.105,0.182,8.601
3.2,33.5,37.6,24.1,207.1,310.9,0.086,0.171,8.599
3.25,66.5,35.7,24.1,207.1,324.5,0.434,0.304,8.6
3.3,145.6,94.1,24.1,206.9,340.2,0.128,0.214,8.596
3.35,171.3,138.1,24.1,206.9,377.7,0.066,0.149,8.605
3.4,169.1,139.6,24.1,206.7,396.4,0.086,0.156,8.595
3.45,137.9,121.6,24.1,206.9,409.3,0.083,0.161,8.599
3.5,109.9,98.1,24.1,206.8,398.8,0.074,0.148,8.599
3.55,100.0,74.5,24.1,206.9,394.8,0.082,0.179,8.599
3.6,82.1,67.3,24.1,206.9,382.7,0.081,0.147,8.6
3.65,82.5,57.9,24.1,207.0,381.6,0.096,0.168,8.601
3.7,95.1,54.4,24.1,206.9,371.9,0.077,0.135,8.601
3.75,94.3,59.0,24.1,206.9,372.7,0.069,0.169,8.598
3.8,106.2,63.8,24.1,206.8,367.9,0.08,0.154,8.598
3.85,113.4,67.0,24.1,207.0,373.6,0.078,0.158,8.597
3.9,106.0,78.2,24.1,206.8,369.4,0.08,0.163,8.597
3.95,107.1,81.4,24.1,206.9,376.5,0.081,0.156,8.602
4.0,107.1,83.7,24.1,206.9,373.3,0.083,0.164,8.593
4.05,100.7,84.9,24.1,206.9,378.4,0.072,0.145,8.601
4.1,98.1,78.0,24.1,206.9,371.7,0.087,0.173,8.594
4.15,102.2,70.4,24.1,207.0,376.5,0.076,0.148,8.604
