# ヘッダ部開始
駅名,五反田
番線,1
号車番号,1
ドア番号,1
動作日時,2026-06-30 06:33:46
動作種別,閉動作
温度[℃],34.5
湿度[%RH],45.3
気圧[hPa],1014
# ヘッダ部終了

# データ部開始
時間[s],左扉モータ電流[mA],右扉モータ電流[mA],DC24V電圧[V],AC200V電圧[V],開口全体の消費電流[mA],X軸方向加速度[m/s^2],Y軸方向加速度[m/s^2],Z軸方向加速度[m/s^2]
0.05,10.2,10.2,24.1,205.5,281.9,0.041,0.154,8.588
0.1,10.0,10.5,24.1,205.6,277.1,0.044,0.151,8.585
0.15,11.1,11.3,24.1,205.6,279.0,0.039,0.153,8.59
0.2,9.9,9.9,24.1,205.5,276.9,0.041,0.154,8.586
0.25,9.8,10.2,24.1,205.5,282.5,0.039,0.149,8.59
0.3,9.4,10.0,24.1,205.6,279.8,0.041,0.157,8.586
0.35,9.5,10.4,24.1,205.6,285.8,0.04,0.152,8.591
0.4,9.8,9.6,24.1,205.5,282.7,0.042,0.156,8.586
0.45,10.4,8.9,24.1,205.5,286.5,0.042,0.148,8.593
0.5,10.0,10.3,24.1,205.5,282.5,0.044,0.153,8.588
0.55,10.2,10.8,24.1,205.5,288.5,0.04,0.149,8.592
0.6,9.9,10.0,24.1,205.6,281.5,0.044,0.155,8.586
0.65,10.4,10.5,24.1,205.5,284.5,0.043,0.154,8.59
0.7,9.8,10.4,24.1,205.5,280.2,0.042,0.151,8.586
0.75,9.6,11.5,24.1,205.5,284.6,0.04,0.154,8.595
0.8,9.6,10.0,24.1,205.5,280.7,0.042,0.154,8.589
0.85,9.0,10.7,24.1,205.5,284.4,0.038,0.154,8.589
0.9,9.2,10.2,24.1,205.5,281.3,0.043,0.151,8.589
0.95,154.2,123.6,24.1,205.5,295.2,1.384,2.195,8.615
1.0,350.6,347.2,24.1,205.3,367.7,0.212,0.378,8.586
1.05,190.2,202.4,24.1,205.0,491.3,0.362,0.573,8.597
1.1,188.0,143.4,24.1,205.2,437.7,0.195,0.252,8.58
1.15,246.5,202.2,24.1,205.1,451.3,0.15,0.248,8.591
1.2,278.3,242.8,24.1,204.9,514.4,0.153,0.332,8.585
1.25,295.9,268.9,24.1,204.8,600.6,0.236,0.317,8.589
1.3,296.7,270.1,24.1,204.5,673.2,0.329,0.499,8.582
1.35,306.4,279.0,24.1,204.5,744.0,0.41,0.752,8.582
1.4,317.4,288.7,24.1,204.3,798.5,0.413,0.553,8.586
1.45,317.5,290.6,24.1,204.2,857.5,0.533,0.734,8.588
1.5,351.0,321.6,24.1,203.9,918.2,0.634,1.067,8.592
1.55,362.5,333.9,24.1,203.8,977.1,0.647,1.13,8.595
1.6,375.1,342.5,24.1,203.6,1036.7,0.651,1.2,8.597
1.65,345.3,323.0,24.1,203.8,991.6,0.724,0.813,8.577
1.7,346.8,310.0,24.1,203.9,894.4,0.766,1.071,8.597
1.75,340.1,318.9,24.1,204.1,803.4,0.651,0.595,8.594
